Bandwith;29;705;1000000;
Bandwith;119;161338;1000000;
Qualidade Video;320
Bandwith;3;633;1000000;
Bandwith;48;142081;1000000;
Bandwith;456;126040;1000000;
Bandwith;22;33409;1000000;
Bandwith;45;33405;1000000;
Bandwith;77;197437;12148727;
Bandwith;2;705;12148727;
Bandwith;88;272887;20512936;
Bandwith;2339;1718617;5878125;
Bandwith;2;705;5878125;
Bandwith;747;1302325;13947255;
Bandwith;66;706;13947255;
Bandwith;3085;2984727;7739972;
Bandwith;211;217204;7739972;
Bandwith;31;17664;7739972;
Bandwith;28;81580;7739972;
Bandwith;2136;2183557;8178116;
Bandwith;26;33327;8178116;
Qualidade Video;1280
Qualidade Video;1024
Bandwith;4580;2111286;3687835;
Bandwith;2;705;3687835;
Bandwith;161;108711;3687835;
Bandwith;1476;680024;3687835;
Bandwith;17;49306;3687835;
Bandwith;970;739331;6097575;
Bandwith;49;67659;6097575;
Qualidade Video;1920
Bandwith;1477;991520;6097575;
Bandwith;502;491978;6097575;
Bandwith;1368;791896;5370453;
Bandwith;92;83943;5370453;
Qualidade Video;1280
Bandwith;8151;1188928;1166902;
Bandwith;2;705;1166902;
Qualidade Video;768
Bandwith;167;67831;1166902;
Bandwith;769;303352;1166902;
Bandwith;38;33229;2820000;
Bandwith;733;292418;3155807;
Bandwith;200;279888;3191465;
Bandwith;439;400888;7305476;
Bandwith;404;287193;7305476;
Bandwith;2119;1773344;6695022;
Bandwith;59;49303;6695022;
Qualidade Video;1024
Bandwith;5305;2381220;3590906;
Bandwith;47;67628;3590906;
Bandwith;3925;1742816;3552236;
Bandwith;25;33452;3552236;
Qualidade Video;480
Bandwith;3548;2172544;4898633;
Bandwith;396;472135;4898633;
Bandwith;1948;1671448;6864262;
Bandwith;36;33474;6864262;
Bandwith;3236;1687689;4172284;
Bandwith;17;33301;4172284;
Qualidade Video;768
Bandwith;3465;1774112;4096073;
Bandwith;19;33415;4096073;
Qualidade Video;1280
Bandwith;3686;2309151;5011722;
Bandwith;17;33583;5011722;
Bandwith;2571;1635706;5089711;
Bandwith;24;33203;5089711;
Bandwith;3262;1915032;4696583;
Bandwith;83;33265;4696583;
Bandwith;5464;2276466;3333039;
Bandwith;342;33362;3333039;
Bandwith;3041;1961563;5160310;
Bandwith;26;33458;5160310;
Bandwith;2784;1927531;5538882;
Bandwith;22;33596;5538882;
Bandwith;3358;2116479;5042237;
Bandwith;21;33120;5042237;
Bandwith;5447;2212939;3250139;
Bandwith;13;33411;3250139;
Bandwith;2484;1910043;6151507;
Bandwith;32;33352;6151507;
Bandwith;5880;1794105;2440959;
Bandwith;2;706;2440959;
Bandwith;30;49259;2440959;
Bandwith;619;462988;2440959;
Bandwith;47;33361;5678468;
Bandwith;700;544623;5983689;
Bandwith;2700;1358236;4024402;
Bandwith;39;35216;4024402;
Bandwith;2921;1327902;3636842;
Bandwith;29;49058;3636842;
Bandwith;4903;1266096;2065830;
Bandwith;79;49176;2065830;
Bandwith;5483;1083141;1580362;
Bandwith;46;49420;1580362;
Bandwith;3797;1141479;2405012;
Bandwith;34;49027;2405012;
Qualidade Video;640
Bandwith;2099;1395348;5318143;
Bandwith;343;182491;5318143;
Qualidade Video;1024
Bandwith;3365;897768;4256349;
Bandwith;380;288441;4256349;
Bandwith;2453;1270464;4143380;
Bandwith;379;68117;4143380;
Bandwith;2348;1038360;3537853;
Bandwith;295;239327;3537853;
Bandwith;2171;975040;3592961;
Bandwith;329;198304;3592961;
Bandwith;3484;1105344;2538103;
Bandwith;381;182851;2538103;
Bandwith;3253;1252032;3079082;
Bandwith;321;288705;3079082;
Bandwith;4096;1056672;2063812;
Bandwith;78;33473;2063812;
Bandwith;3394;1268643;2990319;
Bandwith;365;148454;2990319;
Bandwith;1447;851048;3253786;
Bandwith;332;300582;4705172;
Bandwith;2541;1215480;3826776;
Bandwith;425;287633;3826776;
Bandwith;1497;802184;4286888;
Bandwith;411;262976;5118754;
Bandwith;3091;1007712;2608119;
Bandwith;336;223428;2608119;
Bandwith;10470;806256;2608119;
Bandwith;30;705;1000000;
Bandwith;1;0;1000000;
Bandwith;4;633;1000000;
Bandwith;34;33548;1000000;
Qualidade Video;320
Bandwith;2414;183264;607337;
Bandwith;6;705;607337;
Bandwith;60;49419;940000;
Bandwith;517;84286;1304232;
Bandwith;127;67113;1304232;
Bandwith;237;59032;1992641;
Bandwith;926;84853;1304232;
Bandwith;370;58936;1304232;
Bandwith;162;48989;1304232;
Bandwith;581;95445;1314216;
Bandwith;2;705;1314216;
Bandwith;498;71249;1314216;
Bandwith;957;252464;1314216;
Bandwith;169;49635;1314216;
Bandwith;1581;248428;1314216;
Bandwith;487;96847;1590915;
Bandwith;905;254488;2110461;
Bandwith;3;706;2110461;
Bandwith;243;108091;2249617;
Bandwith;2914;449944;1590915;
Bandwith;2;706;1590915;
Bandwith;408;125690;2249617;
Qualidade Video;480
Bandwith;1436;262536;1462596;
Bandwith;50;33215;1462596;
Bandwith;2954;382067;1462596;
Bandwith;960;181852;1462596;
Bandwith;2695;303256;1034710;
Bandwith;117;33493;1034710;
Qualidade Video;640
Bandwith;2563;322376;1006245;
Bandwith;853;141219;1006245;
Bandwith;341;97536;1006245;
Bandwith;103;33305;1324445;
Bandwith;1845;189868;1006245;
Bandwith;126;33430;1324445;
Bandwith;2298;207051;1324445;
Bandwith;661;85440;1034069;
Bandwith;2490;181717;823275;
Bandwith;466;49782;823275;
Bandwith;3735;224978;720804;
Qualidade Video;480
Bandwith;167;49090;720804;
Bandwith;1148;173227;854626;
Bandwith;454;205780;1207156;
Bandwith;16;16288;1207156;
Qualidade Video;320
Bandwith;2880;276594;1207156;
Bandwith;169;33346;1207156;
Bandwith;880;292538;2659436;
Bandwith;3;705;2659436;
Bandwith;94;33224;2659436;
Bandwith;1186;720865;2827574;
Bandwith;146;72981;3998958;
Bandwith;2529;682048;3998958;
Bandwith;59;33180;3998958;
Qualidade Video;480
Bandwith;4348;816922;2157526;
Qualidade Video;320
Bandwith;380;49579;1503076;
Bandwith;5613;758882;1081606;
Bandwith;120;33353;1081606;
Qualidade Video;480
Bandwith;3859;826083;1712532;
Bandwith;67;68501;1712532;
Qualidade Video;768
Bandwith;5638;655592;1712532;
Bandwith;110;33207;1712532;
Bandwith;3545;481185;1085889;
Bandwith;67;49669;1085889;
Bandwith;1957;319507;1085889;
Bandwith;182;49565;1306109;
Bandwith;1922;268790;1306109;
Bandwith;456;33477;1306109;
Bandwith;2285;284572;1118792;
Bandwith;68;33382;1118792;
Bandwith;3967;330086;996313;
Bandwith;221;66181;996313;
Bandwith;3131;260474;665663;
Bandwith;178;49774;665663;
Qualidade Video;640
Bandwith;2544;284720;895345;
Bandwith;145;49881;895345;
Qualidade Video;480
Bandwith;1924;258826;895345;
Bandwith;75;33374;1076199;
Bandwith;3412;274557;895345;
Bandwith;71;33277;1076199;
Bandwith;2138;379967;1076199;
Bandwith;140;49681;1421766;
Bandwith;963;204692;1421766;
Bandwith;2141;293017;1421766;
Bandwith;175;33581;1421766;
Bandwith;5708;390960;1094879;
Bandwith;82;33181;1094879;
Bandwith;3863;295708;612390;
Bandwith;127;33392;612390;
Bandwith;954;110553;612390;
Bandwith;303;65461;612390;
Bandwith;923;73180;634279;
Bandwith;252;33476;927069;
Bandwith;686;109363;927069;
Bandwith;201;33291;1062730;
Bandwith;1462;182648;999441;
Bandwith;96;33398;1062730;
Bandwith;697;185485;1275370;
Bandwith;108;41575;1275370;
Qualidade Video;640
Bandwith;1997;322350;1291337;
Bandwith;1392;282255;1622155;
Bandwith;1158;417001;1622155;
Bandwith;146;89449;1622155;
Bandwith;1347;301232;1789054;
Qualidade Video;480
Bandwith;166;33297;1789054;
Qualidade Video;320
Bandwith;5148;530221;1789054;
Bandwith;42;33462;1789054;
Bandwith;6193;531660;823964;
Bandwith;104;33398;823964;
Bandwith;2353;455796;1549667;
Bandwith;120;33346;1549667;
Bandwith;1200;524831;2223066;
Bandwith;199;68571;2569076;
Qualidade Video;480
Bandwith;2983;539528;2223066;
Bandwith;133;33480;2223066;
Qualidade Video;640
Bandwith;2074;498098;1921303;
Bandwith;69;49637;1921303;
Bandwith;1689;484856;2013834;
Bandwith;40;33398;2296535;
Bandwith;1916;508323;2296535;
Bandwith;31;33406;2296535;
Bandwith;2530;493555;2122434;
Bandwith;810;88024;2122434;
Bandwith;2493;449848;1560648;
Bandwith;252;33380;1443555;
Bandwith;1788;490506;1443555;
Bandwith;107;73852;1443555;
Bandwith;2467;439207;1443555;
Bandwith;104;33444;2194657;
Bandwith;2217;533460;1924979;
Bandwith;114;33330;1924979;
Bandwith;1423;490283;2338947;
Bandwith;325;33377;2338947;
Bandwith;1431;504218;2756334;
Bandwith;1902;725648;2818828;
Bandwith;5514;803420;2818828;
Bandwith;1865;733262;3052147;
Bandwith;6034;742719;1165643;
Bandwith;213;72259;2713953;
Bandwith;2045;256536;1003563;
Bandwith;196;66165;1003563;
Bandwith;893;166990;1003563;
Bandwith;162;71454;1495991;
Bandwith;1227;166952;1495991;
Qualidade Video;768
Bandwith;248;89433;1495991;
Bandwith;1381;325664;1886540;
Bandwith;164;71401;1886540;
Bandwith;1131;388864;2750585;
Bandwith;73;33299;2750585;
Bandwith;3055;739190;2750585;
Bandwith;33;33362;2750585;
Bandwith;2689;751216;2234930;
Bandwith;283;128535;2234930;
Bandwith;1621;665664;3285201;
Bandwith;666;71282;3285201;
Qualidade Video;480
Bandwith;2656;859192;2587927;
Bandwith;89;65529;2587927;
Qualidade Video;320
Bandwith;4349;704350;2587927;
Bandwith;235;89205;2587927;
Bandwith;2293;696216;2429013;
Bandwith;117;33335;2429013;
Qualidade Video;640
Bandwith;3769;750057;2279316;
Bandwith;35;33462;2279316;
Bandwith;2507;755225;2409972;
Bandwith;170;84366;2409972;
Qualidade Video;768
Bandwith;2454;690096;2409972;
Bandwith;137;71282;2409972;
Bandwith;2287;568032;2249701;
Bandwith;195;100737;2249701;
Bandwith;2095;445680;1986994;
Bandwith;43;33448;1986994;
Bandwith;1137;324335;2282040;
Bandwith;774;164624;1701880;
Bandwith;1327;345510;2082954;
Bandwith;148;33241;2082954;
Bandwith;2298;753983;2082954;
Bandwith;230;71641;2491860;
Bandwith;5739;767560;2491860;
Bandwith;298;165754;2491860;
Bandwith;2519;696312;2211391;
Bandwith;9;4690;2211391;
Bandwith;1024;464560;3629375;
