22:34:4946  15.0,             0.0,          0.0      ,          0      ,           0.0 ,           0.0 ,            0.0 ,           0.0  ,          0          ,          1920       
22:34:5046  15.0,            8.00,          960      ,          0      ,           20.7,           23.0,            15.0,           8.53 ,          0          ,          1920       
22:34:5146  15.0,            26.4,          1380000.0,          0      ,           19.9,           23.5,            14.7,          245   ,          0          ,          1920       
22:34:5246  15.0,            26.8,          2490000.0,          0      ,           19.7,           23.5,            14.4,          421   ,          0          ,          1920       
22:34:5346  15.0,             0.0,          56.0     ,          0      ,           20.9,           23.0,            15.0,           4.26 ,          0          ,          1920       
22:34:5446  15.0,            8.00,          960      ,          0      ,           19.8,           23.0,            15.0,           8.53 ,          0          ,          1920       
22:34:5546  15.0,            25.8,          405999.04,          0      ,           20.3,           22.9,            14.9,          124   ,          0          ,          1920       
22:34:5646  15.0,            25.6,          1200000.0,          0      ,           19.9,           23.8,            14.2,          250   ,          0          ,          1920       
22:34:5746  15.0,            25.9,          1290000.0,          0      ,           20.2,           23.0,            14.7,          277   ,          0          ,          1920       
22:34:5846  15.0,            13.0,          37.7     ,          0      ,           19.8,           22.8,            14.6,           21.2 ,          0          ,          1920       
22:34:5946  15.0,            26.5,          1320000.0,          0      ,           20.1,           23.0,            14.3,          230   ,          0          ,          1920       
22:35:0046  15.0,            26.4,          826000.0 ,          0      ,           20.4,           23.4,            14.6,          171   ,          0          ,          1920       
22:35:0146  15.0,            25.6,          1210000.0,          0      ,           20.3,           23.0,            14.1,          261   ,          0          ,          1920       
22:35:0246  15.0,            26.0,          1760000.0,          0      ,           20.2,           23.8,            14.5,          344   ,          0          ,          1920       
22:35:0346  15.0,             0.0,          56.0     ,          0      ,            0.0,            0.0,             0.0,            0.0 ,          0          ,          1920       
22:35:0446  15.0,             0.0,          0.0      ,          0      ,           0.0 ,           0.0 ,            0.0 ,           0.0  ,          0          ,          1920       
22:35:0546  15.0,             0.0,          0.0      ,          0      ,           0.0 ,           0.0 ,            0.0 ,           0.0  ,          0          ,          1920       
22:35:0646  15.0,            6.00,          968      ,          0      ,           20.2,           23.0,            15.0,           8.53 ,          0          ,          1920       
22:35:0746  15.0,            26.4,          1130000.0,          0      ,           20.2,           23.0,            14.6,          210   ,          0          ,          1920       
22:35:0846  15.0,            26.7,          2010000.0,          0      ,           20.3,           23.4,            14.4,          347   ,          0          ,          1920       
22:35:0946  15.0,            25.9,          1140000.0,          0      ,           20.3,           23.0,            14.7,          250   ,          0          ,          1920       
22:35:1046  15.0,            26.4,          2210000.0,          0      ,           20.4,           23.0,            14.7,          413   ,          0          ,          1920       
22:35:1146  15.0,            26.3,          1070000.0,          0      ,           20.2,           23.0,            14.5,          217   ,          0          ,          1920       
22:35:1246  15.0,            26.8,          2680000.0,          0      ,           20.2,           23.2,            14.3,          465   ,          0          ,          1280       
22:35:1346  15.0,            26.2,          235000.0 ,          0      ,           20.0,           23.0,            14.4,           57.2 ,          0          ,          1280       
22:35:1446  15.0,             0.0,          0.0      ,          0      ,           0.0 ,           0.0 ,            0.0 ,           0.0  ,          0          ,          1280       
22:35:1546  15.0,             0.0,          0.0      ,          0      ,           0.0 ,           0.0 ,            0.0 ,           0.0  ,          0          ,          1280       
22:35:1646  15.0,             0.0,          0.0      ,          0      ,           0.0 ,           0.0 ,            0.0 ,           0.0  ,          0          ,          1920       
22:35:1746  15.0,             0.0,          0.0      ,          0      ,           0.0 ,           0.0 ,            0.0 ,           0.0  ,          0          ,          1920       
22:35:1846  15.0,            8.00,          960      ,          0      ,           19.3,           24.0,            15.0,           8.53 ,          0          ,          1920       
22:35:1946  15.0,            25.8,          280000.0 ,          0      ,           19.3,           24.0,            14.6,           64.0 ,          0          ,          1920       
22:35:2046  15.0,            26.4,          2140000.0,            1.2% ,           18.8,           24.1,            14.4,          387   ,          0          ,          1920       
22:35:2146  15.0,            26.6,          1150000.0,            2.3% ,           18.8,           24.4,            14.1,          182   ,          0          ,          1920       
22:35:2246  15.0,            8.00,          960      ,          0      ,           22.0,           24.0,            15.0,           8.53 ,          0          ,          1920       
22:35:2346  14.7,            26.4,          1460000.0,            6.6% ,           18.9,           25.2,            13.3,          220   ,          0          ,          1920       
22:35:2446  14.8,            26.6,          2020000.0,            3.1% ,           16.0,           25.4,            11.3,          306   ,          0          ,          1920       
22:35:2546  14.4,             0.0,          0.0      ,          0      ,           0.0 ,           0.0 ,            0.0 ,           0.0  ,          0          ,          1920       
22:35:2646  15.0,            18.0,          968      ,          0      ,           8.60,           22.0,            6.50,           7.50 ,          0          ,          1920       
22:35:2746  15.0,            26.5,          1170000.0,          0      ,           9.58,           19.4,            4.30,          213   ,          0          ,          1920       
22:35:2846  15.0,            26.6,          1450000.0,          0      ,           10.8,           20.6,            5.95,          349   ,          0          ,          1920       
22:35:2946  15.0,            23.4,          959      ,          0      ,           12.5,           20.9,            8.30,          100   ,          0          ,          1920       
22:35:3046  15.0,            26.6,          2000000.0,          0      ,           10.8,           20.9,            6.23,          344   ,          0          ,          1920       
22:35:3146  15.0,             0.0,          0.0      ,          0      ,           0.0 ,           0.0 ,            0.0 ,           0.0  ,          0          ,          1920       
22:35:3246  15.0,             0.0,          0.0      ,          0      ,           0.0 ,           0.0 ,            0.0 ,           0.0  ,          0          ,          1920       
22:35:3346  15.0,             0.0,          0.0      ,          0      ,           0.0 ,           0.0 ,            0.0 ,           0.0  ,          0          ,          1920       
22:35:3446  14.8,            8.00,          960      ,          0      ,           19.4,           23.0,            12.0,           8.53 ,          0          ,          1280       
22:35:3546  14.8,            25.2,          233000.0 ,            1.8% ,           20.1,           24.0,            14.9,          143   ,          0          ,          1280       
22:35:3646  15.0,            25.8,          819999.0 ,          0      ,           19.0,           24.1,            14.0,          206   ,          0          ,          1280       
22:35:3746  15.0,            25.8,          1480000.0,          0      ,           19.3,           24.0,            13.9,          310   ,          0          ,          1280       
22:35:3846  15.0,            26.0,          983000.0 ,            2.4% ,           18.7,           24.5,            14.1,          187   ,          0          ,          1280       
22:35:3946  15.0,            26.3,          1120000.0,          0      ,           18.7,           24.8,            14.1,          259   ,          0          ,          1280       
22:35:4046  15.0,            25.8,          556000.0 ,          0      ,           19.7,           24.0,            14.9,          233   ,          0          ,          1280       
22:35:4146  15.0,            25.7,          1170000.0,          0      ,           19.3,           23.9,            13.7,          265   ,          0          ,          1280       
22:35:4246  15.0,            25.9,          1730000.0,          0      ,           19.3,           24.9,            14.5,          330   ,          0          ,          1280       
22:35:4346  15.0,            26.1,          1100000.0,          0      ,           19.6,           24.5,            14.2,          216   ,          0          ,          1280       
22:35:4446  15.0,            26.5,          1010000.0,          0      ,           19.2,           24.0,            14.5,          189   ,          0          ,          1280       
22:35:4546  15.0,            26.0,          1870000.0,          0      ,           19.2,           24.0,            14.6,          355   ,          0          ,          1280       
22:35:4646  15.0,            26.3,          931000.0 ,          0      ,           19.1,           23.9,            14.6,          183   ,          0          ,          1280       
22:35:4746  15.0,             0.0,          0.0      ,          0      ,           0.0 ,           0.0 ,            0.0 ,           0.0  ,          0          ,          1280       
22:35:4846  15.0,             0.0,          0.0      ,          0      ,           0.0 ,           0.0 ,            0.0 ,           0.0  ,          0          ,          1920       
22:35:4946  15.0,             0.0,          0.0      ,          0      ,           0.0 ,           0.0 ,            0.0 ,           0.0  ,          0          ,          1920       
22:35:5046  15.0,             0.0,          0.0      ,          0      ,           0.0 ,           0.0 ,            0.0 ,           0.0  ,          0          ,          1920       
22:35:5146  15.0,             0.0,          0.0      ,          0      ,           0.0 ,           0.0 ,            0.0 ,           0.0  ,          0          ,          1920       
22:35:5246  15.0,             0.0,          0.0      ,          0      ,           0.0 ,           0.0 ,            0.0 ,           0.0  ,          0          ,          1280       
22:35:5346  15.0,             0.0,          0.0      ,          0      ,           0.0 ,           0.0 ,            0.0 ,           0.0  ,          0          ,          1280       
22:35:5446  15.0,            8.00,          960      ,          0      ,           19.8,           24.0,            15.0,           8.53 ,          0          ,          1280       
22:35:5546  15.0,            24.1,          238000.0 ,          0      ,           19.7,           24.2,            14.6,          162   ,          0          ,          1280       
22:35:5646  15.0,            25.8,          509999.04,          0      ,           20.0,           24.0,            15.0,          213   ,          0          ,          1920       
22:35:5746  15.0,            25.7,          1120000.0,          0      ,           19.3,           24.0,            13.8,          248   ,          0          ,          1920       
22:35:5846  15.0,            25.8,          1470000.0,          0      ,           19.3,           24.2,            14.4,          311   ,          0          ,          1920       
22:35:5946  15.0,            23.9,          125000.0 ,          0      ,           19.4,           24.0,            14.4,          104   ,          0          ,          1920       
22:36:0046  15.0,            25.7,          926000.0 ,          0      ,           19.4,           24.1,            13.9,          229   ,          0          ,          1280       
22:36:0146  15.0,            25.4,          618000.0 ,          0      ,           19.4,           24.0,            14.4,          158   ,          0          ,          1280       
22:36:0246  15.0,            25.9,          1670000.0,          0      ,           19.1,           24.0,            14.5,          349   ,          0          ,          1280       
22:36:0346  15.0,            25.5,          746000.0 ,          0      ,           18.9,           24.4,            14.0,          174   ,          0          ,          1280       
22:36:0446  15.0,            25.9,          1610000.0,          0      ,           19.1,           24.2,            14.4,          322   ,          0          ,          1920       
22:36:0546  15.0,            26.0,          718000.0 ,          0      ,           19.0,           24.0,            14.3,          159   ,          0          ,          1920       
22:36:0646  15.0,            25.7,          811999.0 ,          0      ,           19.1,           24.0,            14.7,          196   ,          0          ,          1920       
22:36:0746  15.0,            26.3,          2110000.0,          0      ,           18.8,           23.8,            14.2,          380   ,          0          ,          1920       
22:36:0846  15.0,            26.0,          538000.0 ,            1.0% ,           18.7,           24.3,            14.0,          112   ,          0          ,          1920       
22:36:0946  15.0,            25.9,          1160000.0,          0      ,           20.2,           23.6,            14.3,          223   ,          0          ,          1920       
22:36:1046  15.0,            26.5,          2190000.0,          0      ,           20.4,           24.5,            14.7,          397   ,          0          ,          1920       
22:36:1146  15.0,            6.67,          1.27     ,          0      ,           21.1,           24.0,            15.0,           8.53 ,          0          ,          1920       
22:36:1246  15.0,             0.0,          0.0      ,          0      ,           0.0 ,           0.0 ,            0.0 ,           0.0  ,          0          ,          1280       
22:36:1346  15.0,             0.0,          0.0      ,          0      ,           0.0 ,           0.0 ,            0.0 ,           0.0  ,          0          ,          1280       
22:36:1446  15.0,             0.0,          0.0      ,          0      ,           0.0 ,           0.0 ,            0.0 ,           0.0  ,          0          ,          1280       
22:36:1546  15.0,             0.0,          0.0      ,          0      ,           0.0 ,           0.0 ,            0.0 ,           0.0  ,          0          ,          1280       
22:36:1646  15.0,             0.0,          0.0      ,          0      ,           0.0 ,           0.0 ,            0.0 ,           0.0  ,          0          ,          1280       
22:36:1746  15.0,             0.0,          0.0      ,          0      ,           0.0 ,           0.0 ,            0.0 ,           0.0  ,          0          ,          1280       
22:36:1846  15.0,            6.00,          968      ,          0      ,           21.4,           24.0,            15.0,           8.53 ,          0          ,          1280       
22:36:1946  15.0,            24.9,          336000.0 ,          0      ,           19.2,           24.5,            14.6,          186   ,          0          ,          1280       
22:36:2046  15.0,            25.7,          919999.0 ,          0      ,           19.1,           25.1,            13.3,          229   ,          0          ,          1920       
22:36:2146  15.0,            25.8,          1540000.0,          0      ,           18.6,           24.2,            14.3,          323   ,          0          ,          1920       
22:36:2246  15.0,            26.1,          1320000.0,          0      ,           19.4,           24.0,            14.7,          291   ,          0          ,          1920       
22:36:2346  15.0,            26.1,          614000.0 ,          0      ,           19.0,           24.0,            14.1,          118   ,          0          ,          1920       
22:36:2446  15.0,            26.1,          1150000.0,          0      ,           18.8,           24.2,            13.7,          246   ,          0          ,          1920       
22:36:2546  15.0,            26.1,          1700000.0,          0      ,           18.7,           23.9,            14.5,          326   ,          0          ,          1920       
22:36:2646  15.0,            26.5,          1270000.0,          0      ,           19.1,           24.0,            14.7,          234   ,          0          ,          1920       
