cqi              mcs              brateDown           bler                snr                   phr                   mcs             brateU           bler                                                                         bsr        
 15.0 ,            25.7,          574000.0 ,          0        ,           5.05      ,           32.1      ,          1.04 ,          248   ,            4.3      ,          480                              22:08:0746 480        0.0        ,          
 15.0 ,            25.4,          129000.0 ,          15       ,           1.07      ,           33.2      ,          0.0  ,          47.5  ,          62         ,          768                              22:08:0747 768        0.0        ,          
 13.9 ,            23.9,          1080000.0,          0        ,           6.21      ,           35.6      ,          1.03 ,          272   ,          0          ,          1024                             22:08:0748 1024       0.0        ,          
 8.82 ,            13.4,          437000.0 ,          2.7      ,           2.26      ,           32.3      ,          0.0  ,          113   ,          31         ,          768                              22:08:0749 768        0.0        ,          
 15.0 ,            25.9,          787000.0 ,          0        ,           5.24      ,           30.9      ,          0.0  ,          238   ,          0          ,          480                              22:08:0846 480        661        ,          
 15.0 ,            24.3,          166      ,          8.3      ,            0.0      ,            0.0      ,          0.0  ,          0.0   ,          100        ,          768                              22:08:0847 768         0.0       ,          
 14.4 ,            24.2,          1410000.0,          1.1      ,           6.53      ,           35.2      ,          1.22 ,          393   ,          0          ,          1024                             22:08:0848 1024       0.0        ,          
 14.4 ,            26.0,          275000.0 ,          8.0      ,           1.96      ,           32.7      ,          0.0  ,          95.9  ,          35         ,          768                              22:08:0849 768        0.0        ,          
 15.0 ,            26.6,          1140000.0,          0        ,           5.14      ,           31.4      ,          0.0  ,          308   ,          0          ,          480                              22:08:0946 480        0.0        ,          
 15.0 ,            25.0,          12.2     ,          0        ,            0.0      ,            0.0      ,          0.0  ,          0.0   ,          100        ,          768                              22:08:0947 768         0.0       ,          
 15.0 ,            26.5,          928999.0 ,          0        ,           7.26      ,           35.9      ,          2.12 ,          268   ,          0          ,          1024                             22:08:0948 1024       558        ,          
 15.0 ,            26.6,          543000.0 ,          2.0      ,           2.33      ,           32.6      ,          0.0  ,          139   ,            6.1      ,          768                              22:08:0949 768        117        ,          
