@relation VideoQuality-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute cqi numeric
@attribute mcsDown numeric
@attribute brateDown numeric
@attribute blerDown numeric
@attribute snr numeric
@attribute phr numeric
@attribute mcsUp numeric
@attribute brateUp numeric
@attribute blerUp numeric
@attribute bsr numeric
@attribute class {A,B,C,D,E,F,G}

@data
1,0.966667,0.457353,0,0.644172,0.628586,0.529412,0.260321,0.16,0,C
0.52,0.488889,0.312745,0.069792,0.687117,0.728361,0.632773,0.238532,0.1,0,D
0.320667,0.115926,0.000235,0.3125,0.084049,0.902968,0,0.036353,0.59,0,A
1,0,0,0,0,0,0,0,0,0,C
0.96,0.877778,0.406372,0,0.680982,0.628586,0.614286,0.201835,0.11,0,C
0.36,0.238519,0.20098,0.078125,0.723926,0.735844,0.734454,0.165138,0.088,0,D
0.264,0.156296,0.000077,0.177083,0.177914,0.922923,0,0.020642,0.59,0,A
1,0,0,0,0,0,0,0,0,0,C
1,0.962963,0.216667,0,0.513497,0.641058,0.489916,0.154817,0.14,0,C
0.282667,0.16037,0.164216,0.177083,0.644172,0.730856,0.584874,0.178899,0.057,0,D
0.174667,0.075926,0.000049,0.05625,0.162577,0.873036,0.146218,0.008498,0.58,0,A
1,0,0,0,0,0,0,0,0,0,C
1,0.966667,0.534314,0.020833,0.599387,0.690945,0.613445,0.272936,0.14,0,C
0.4,0.258519,0.197549,0.21875,0.680982,0.728361,0.616807,0.176606,0.068,0,D
0.472,0.114074,0.000151,0.145833,0.130675,0.892991,0,0.022821,0.45,0,A
1,0.7,0.000141,0,0.549693,0.808182,0.355462,0.036468,0,0,G
1,0.859259,0.000325,0.035417,0.442331,0.703417,0.416807,0.038647,0.25,0,F
0.645333,0.585185,0.238235,0.05,0.42454,0.703417,0.321849,0.136468,0.31,0,D
0,0,0.000158,0.135417,0,0.873036,0,0.007133,0.87,0,A
0.96,0.907407,0.558824,0,0.625767,0.83562,0.481513,0.275229,0.047,0,G
1,0.937037,0.157353,0.070833,0.308589,0.658518,0.319328,0.106422,0.41,0,F
0.68,0.418519,0.069608,0.239583,0.406748,0.778249,0.594958,0.042775,0.45,0,D
0.362,0.074074,0.000071,0.520833,0,0.947867,0,0.926606,0.89,0,A
1,0.985185,1,0,0.687117,0.845597,0.551261,0.443807,0.028,0,G
1,0.966667,0.391177,0.054167,0.509202,0.678473,0.410084,0.222477,0.26,0,F
0.28,0.142593,0.000389,0.145833,0.773006,0.688451,0.647899,0.070986,0.17,0,D
0.333333,0.206296,0.000047,0.15625,0.123926,0.922923,0,0.027523,0.43,0,A
1,0.981481,0.415196,0,0.674847,0.865553,0.479832,0.212156,0,0,G
1,0.959259,0.275,0,0.619632,0.65353,0.652941,0.150229,0.22,0,F
0.28,0.099259,0.000379,0.260417,0.650307,0.698429,0.745378,0.052867,0.2,0.574635,D
0.139333,0,0.000165,0.302083,0.168712,0.935395,0,0.006479,0.4,0,A
1,0.940741,0.218628,0,0.609816,0.840609,0.445378,0.147936,0.022,0,C
1,0.985185,0.431863,0.030208,0.46135,0.643552,0.370588,0.267202,0.22,0,F
0.2,0.13963,0.00039,0.145833,0.360123,0.705912,0.470588,0.038073,0.35,0,D
0.573333,0.079259,0.000086,0.40625,0,0,0,0,1,0,A
1,0.97037,0.504902,0,0.557669,0.81317,0.421008,0.263761,0.079,0,C
1,0.962963,0.295588,0.025,0.434969,0.700923,0.373109,0.173165,0.3,0,F
0.44,0.266296,0.000411,0.15625,0.527607,0.673485,0.821849,0.016972,0.56,0,D
0.443333,0,0,0,0,0,0,0,1,0,A
1,0.977778,0.715687,0,0.52454,0.865553,0.363025,0.345183,0.063,0,C
1,0.962963,0.106373,0.019792,0.625767,0.678473,0.798319,0.044725,0.43,0,F
0.44,0.21963,0.000238,0.058333,0.469939,0.723372,0.497479,0.045528,0.31,0,D
0.116,0.049259,0.000015,0.125,0,0.89798,0,0.020183,0.69,0,A
1,0.974074,0.700981,0,0.619632,0.853081,0.513445,0.416284,0.067,0,C
1,0.951852,0.194118,0,0.711656,0.743328,0.689076,0.165138,0.083,0,F
0.6,0.228148,0.112745,0,0.871166,0.698429,0.808403,0.115826,0.034,0,C
0.128,0,0.000001,0,0.190798,0.922923,0.62437,0.926606,0.93,0,A
1,0.97037,0.32549,0,0.668712,0.823148,0.468067,0.170872,0.019,0,G
1,0.977778,0.285294,0,0.5,0.643552,0.447059,0.170872,0.21,0,D
0.36,0.289259,0.139216,0.05625,0.674847,0.7109,0.584034,0.08555,0.11,0,C
0.378,0,0.000115,0.21875,0.09816,0.873036,0,0.019266,0.48,0,A
1,0.988889,0.447549,0,0.480368,0.878024,0.304202,0.229358,0.12,0,G
1,1,0.390196,0,0.382822,0.685957,0.311765,0.215596,0.28,0,D
0,0,0.000158,0.041667,0.227607,0.818159,0.178992,0.019037,0.45,0,C
0.746667,0.740741,0.0001,0.302083,0.090798,0.873036,0,0.0125,0.76,0,A
1,1,0.754902,0,0.619632,0.83562,0.453782,0.329128,0,0,G
1,0.985185,0.181863,0,0.396933,0.633574,0.367227,0.119266,0.3,0,D
0.4,0.258889,0.135784,0.034375,0.482209,0.695934,0.4,0.113532,0.24,0,C
0.188,0.042593,0.000058,0.034375,0,0.947867,0,0.003555,0.77,0.234568,A
1,0.992593,0.509804,0,0.650307,0.833125,0.50084,0.228211,0.034,0,G
1,0.944444,0.429412,0,0.803681,0.606136,0.723529,0.244266,0.076,0,D
0.28,0.331111,0.140686,0.086458,0.723926,0.748316,0.728571,0.137615,0.1,0,C
0.114667,0,0.000007,0,0.20184,0,0,0.01039,0.56,0,A
1,0,0,0,0,0,0,0,0,0,G
1,0.951852,0.301471,0.011458,0.674847,0.583687,0.591597,0.194954,0.12,0,C
0.16,0.197407,0.093137,0.15625,0.705521,0.698429,0.662185,0.106422,0.094,0,B
0.122,0,0.000054,0.125,0.288957,0.873036,0.137815,0.034289,0.14,0,A
1,0,0,0,0,0,0,0,0,0,G
1,0.955556,0.27549,0,0.766871,0.621103,0.703361,0.229358,0,0,C
0.16,0.238148,0.057843,0.048958,0.730061,0.77326,0.680672,0.087729,0.032,0,B
0.08,0,0.000094,0.395833,0.167485,0.873036,0,0.015252,0.5,0,A
1,0,0,0,0,0,0,0,0,0,G
1,0.9,0.141177,0,0.846626,0.628586,0.808403,0.196101,0,0,C
0.4,0.318889,0.151471,0,0.766871,0.678473,0.732773,0.173165,0.06,0,B
0.08,0,0.000146,0.364583,0.206748,0.932901,0.153782,0.007844,0.17,0,A
1,0,0,0,0,0,0,0,0,0,G
1,0.966667,0.361765,0.013542,0.553988,0.688451,0.415126,0.248853,0.053,0,C
0.56,0.481481,0.264706,0.030208,0.596933,0.763283,0.633613,0.183486,0.23,0,B
0.211333,0,0.000117,0.145833,0.07362,0,0,0,1,0,A
1,0.951852,0.182353,0,0.564417,0.843103,0.472269,0.103784,0.1,0,G
1,0.925926,0.104902,0.053125,0.344172,0.758294,0.283193,0.094151,0.3,0,C
0.5,0.226667,0.089706,0.045833,0.368712,0.678473,0.304202,0.109977,0.32,0,B
0.210667,0,0,0,0,0.89798,0,0.005803,0.8,0,A
1,0.985185,0.700981,0.039583,0.625767,0.888002,0.460504,0.415138,0.027,0,G
1,0.948148,0.206373,0.05625,0.545399,0.788226,0.494118,0.215596,0.18,0,C
0.52,0.21037,0.058824,0.145833,0.619632,0.718384,0.590756,0.09461,0.21,0,B
0.260667,0.057037,0.000059,0.104167,0.171779,0.905463,0,0.019495,0.55,0,A
1,0.925926,0.22549,0.114583,0.59816,0.868047,0.380672,0.205275,0.045,0,G
1,0.907407,0.136765,0.029167,0.619632,0.715889,0.552941,0.172018,0.15,0,C
0.52,0.264444,0.130392,0.0375,0.595706,0.765777,0.609244,0.098624,0.19,0,B
0.28,0.122593,0.00027,0.125,0.247239,0.910451,0,0.053899,0.25,0,A
1,0.97037,0.330883,0,0.478528,0.870541,0.326891,0.199541,0.061,0,G
1,0.925926,0.084804,0.069792,0.398773,0.678473,0.260504,0.089564,0.3,0,C
0.76,0.622222,0.210784,0.06875,0.494479,0.745822,0.417647,0.141055,0.19,0,D
0.4,0.064074,0.000226,0.416667,0.22638,0.865553,0.142857,0.018119,0.45,0,A
1,0.988889,0.632353,0,0.511043,0.850586,0.314286,0.286697,0.031,0,C
1,0.966667,0.311275,0.022917,0.495706,0.700923,0.423529,0.211009,0.2,0,C
0.52,0.403704,0.221079,0.102083,0.569325,0.800698,0.60084,0.173165,0.23,0,D
0.457333,0.488889,0.058333,0.114583,0.149693,0.880519,0,0.052638,0.51,0,A
1,0.97037,0.34853,0,0.370552,0.848092,0.144538,0.233945,0.067,0,C
1,0.97037,0.159804,0,0.693252,0.680968,0.664706,0.143349,0.076,0,C
0.4,0.288889,0.091177,0.064583,0.754601,0.718384,0.72521,0.095069,0.086,0,D
0.38,0.161481,0.075,0.145833,0.141104,0.927912,0,0.092317,0.47,0,A
1,0.966667,0.42353,0.011458,0.388344,0.865553,0.147059,0.241972,0.041,0,C
1,0.940741,0.220098,0.026042,0.668712,0.735844,0.639496,0.146789,0.17,0,C
0.48,0.42963,0.263235,0.069792,0.828221,0.775755,0.72437,0.205275,0.016,0,D
0.286667,0.262963,0.085294,0.145833,0.167485,0.902968,0,0.044495,0.44,0,A
1,0.962963,0.139706,0.01875,0.299387,0.848092,0,0.115826,0.15,0,C
1,0.996296,0.423039,0.013542,0.544785,0.775755,0.508403,0.245413,0.18,0,C
0.16,0.138148,0.055882,0.098958,0.265031,0.703417,0.319328,0.047706,0.37,0,C
0.806667,0.555556,0.000006,0,0.066871,0,0.252101,0,1,0,A
1,0.992593,0.725491,0,0.331902,0.883013,0.108403,0.363532,0.1,0,G
1,0.966667,0.167647,0,0.423926,0.738339,0.347059,0.141055,0.25,0,C
0.52,0.234074,0.058333,0.030208,0.504294,0.713395,0.786555,0.043234,0.45,0,C
0.4,0.648148,0.000012,0,0.217178,0.947867,0,0.040596,0.34,0.699214,A
1,0.985185,0.813726,0,0.448466,0.870541,0.206723,0.431193,0.04,0,G
1,0.985185,0.303432,0.039583,0.540491,0.803193,0.407563,0.199541,0.18,0,C
0.28,0.148889,0.00025,0.026042,0.58773,0.738339,0.596639,0.03383,0.1,0,C
0.706667,0.444444,0.144608,0.079167,0.214724,0.878024,0,0.060092,0.34,0,A
1,0.988889,0.612745,0,0.447239,0.865553,0.206723,0.318807,0.043,0,G
1,0.951852,0.112255,0,0.506748,0.748316,0.59916,0.061583,0.32,0,C
0.48,0.294815,0.067647,0.014583,0.477914,0.763283,0.719328,0.064679,0.39,0,C
0.409333,0.396296,0.212745,0.079167,0.177914,0.868047,0,0.272936,0.34,0,A
1,0.985185,0.52451,0,0.368712,0.870541,0.168067,0.291284,0.081,0,G
1,0.855556,0.000253,0,0.601227,0.705912,0.836975,0.070183,0.22,0,C
0.64,0.462963,0.279902,0,0.803681,0.810676,0.8,0.170872,0.097,0,C
0.12,0,0.000069,0.208333,0.411656,0.873036,0.521849,0.019266,0.57,0,A
1,0.985185,0.367157,0,0.414724,0.843103,0.190756,0.206422,0.06,0,G
1,0.955556,0.352941,0.014583,0.644172,0.745822,0.608403,0.201835,0.14,0,C
0.48,0.440741,0.295588,0.022917,0.773006,0.770766,0.704202,0.206422,0.041,0,C
0.464,0.215185,0.095588,0.067708,0.235583,0.905463,0.088235,0.090482,0.27,0,A
1,0,0,0,0,0,0,0,0,0,G
1,0.962963,0.332353,0.023958,0.625767,0.715889,0.612605,0.188073,0.15,0,C
0.64,0.566667,0.383334,0.033333,0.791411,0.785732,0.768067,0.245413,0.039,0,C
0.344,0.111111,0.000357,0.145833,0.177301,0.863058,0,0.034174,0.33,0,A
1,0,0,0,0,0,0,0,0,0,G
1,0.977778,0.651961,0,0.754601,0.743328,0.662185,0.345183,0.058,0,C
0.32,0.289259,0.15,0.114583,0.717791,0.775755,0.652101,0.101491,0.11,0,C
0.6,0.302222,0.069118,0.114583,0.234969,0.885508,0,0.083601,0.15,0,A
1,0,0,0,0,0,0,0,0,0,G
1,0.97037,0.29902,0.017708,0.656442,0.745822,0.562185,0.15711,0.11,0,C
0.68,0.692593,0.485785,0.051042,0.797546,0.770766,0.727731,0.283257,0.022,0,C
0.583333,0.42963,0.242647,0.135417,0.219632,0.858069,0,0.12844,0.2,0,A
1,0,0,0,0,0,0,0,0,0,G
1,0.974074,0.607843,0.014583,0.605521,0.753305,0.536134,0.292431,0.15,0,C
0.52,0.407407,0.268628,0.135417,0.705521,0.770766,0.65042,0.205275,0.11,0,E
0.592,0.7,0.000226,0.364583,0.153374,0.885508,0,0.138761,0.41,0,A
1,0,0,0,0,0,0,0,0,0,G
1,0,0.000027,0,0.584663,0.723372,0.756303,0.004885,0,0,C
0.64,0.533333,0.443137,0.035417,0.846626,0.745822,0.782353,0.258028,0,0,E
0.434667,0.293333,0.226471,0.104167,0.239877,0.900474,0,0.336009,0.16,0,A
1,0,0,0,0,0,0,0,0,0,G
1,0,0,0,0,0,0,0,0,0,C
0.64,0.596296,0.514706,0,0.877301,0.748316,0.836134,0.299312,0.01,0,E
0.304667,0.267407,0.183824,0.098958,0.202454,0.870541,0,0.139908,0.24,0,A
1,0,0,0,0,0,0,0,0,0,G
1,0,0,0,0,0,0,0,0,0,C
0.68,0.581481,0.519608,0.011458,0.773006,0.778249,0.645378,0.306193,0.039,0,E
0.24,0.107778,0.00049,0.291667,0.302454,0.878024,0.093277,0.039106,0.49,0,A
1,0.903704,0.111764,0,0.280368,0.855575,0,0.220183,0.12,0,G
1,0,0,0,0,0,0,0,0,0,C
0.52,0.62963,0.243137,0.034375,0.687117,0.740833,0.572269,0.139908,0.07,0,E
0,0,0.000475,0.291667,0.246012,0.892991,0,0.042775,0.36,0,A
1,0.948148,0.292157,0.0125,0.367485,0.858069,0.127731,0.170872,0.068,0,G
1,0,0,0,0,0,0,0,0,0,C
0.64,0.533333,0.362745,0.069792,0.693252,0.750811,0.667227,0.227064,0.042,0,E
0,0,0.000244,0.333333,0.244172,0.947867,0,0.027294,0.37,0,A
1,0.966667,0.37402,0.010417,0.308589,0.865553,0.089916,0.244266,0.11,0.870932,G
1,0,0,0,0,0,0,0,0,0,C
0.68,0.566667,0.409314,0.042708,0.668712,0.778249,0.652101,0.211009,0.1,0,E
0.16,0.098148,0.05,0.364583,0.113497,0.89798,0,0.029817,0.51,0,A
1,0.92963,0.229902,0,0.330061,0.870541,0.084874,0.183486,0.069,0.309764,G
1,0,0,0,0,0,0,0,0,0,C
0.44,0.77037,0.263235,0.016667,0.754601,0.833125,0.621849,0.168578,0.06,0,F
0.32,0.232963,0.087745,0.395833,0.341104,0.900474,0.142857,0.085092,0.2,0,A
1,0.966667,0.32353,0,0.365644,0.865553,0.160504,0.237385,0.11,0,C
1,0,0,0,0,0,0,0,0,0,C
0.68,0.648148,0.534314,0.014583,0.822086,0.758294,0.757143,0.261468,0.051,0,F
0.28,0.241852,0.073039,0.3125,0.193865,0.892991,0,0.061468,0.39,0,A
1,0.937037,0.143628,0,0.347853,0.888002,0.137815,0.105505,0.15,0,C
1,0,0,0,0,0,0,0,0,0,C
0.64,0.596296,0.155882,0.077083,0.619632,0.765777,0.580672,0.129587,0.11,0,F
0.2,0.189259,0.000475,0.260417,0.25092,0.89798,0.105042,0.054472,0.35,0,A
1,0.959259,0.438236,0,0.441718,0.878024,0.229412,0.244266,0,0,C
1,0,0,0,0,0,0,0,0,0,C
0.48,0.5,0.160294,0.135417,0.736196,0.748316,0.813445,0.158257,0.081,0,F
0,0.096296,0.000093,0.091667,0.228221,0.89798,0.119328,0.029472,0.55,0,A
1,0.959259,0.460785,0,0.4,0.870541,0.184874,0.31078,0.071,0,C
1,0,0,0,0,0,0,0,0,0,C
0.68,0.492593,0.165686,0.135417,0.619632,0.768271,0.628571,0.120413,0.14,0,D
0.08,0,0.000399,0.270833,0.226994,0.848092,0,0.012041,0.53,0,D
1,0.985185,0.469118,0.011458,0.355828,0.860564,0.126891,0.276376,0.069,0,C
1,0,0,0,0,0,0,0,0,0,C
0.64,0.503704,0.183333,0.05,0.590798,0.81317,0.57479,0.109289,0.2,0,D
0,0,0.00007,0.645833,0.180368,0.910451,0.19916,0.013532,0.6,0,D
1,0.966667,0.529412,0,0.37362,0.868047,0.121008,0.357798,0.067,0,C
1,0,0,0,0,0,0,0,0,0,C
0.44,0.507407,0.195098,0.011458,0.92638,0.775755,0.87395,0.09461,0,0,D
0,0.049259,0.000036,0.145833,0.276687,0.935395,0.531092,0.023624,0.6,0,D
1,0.948148,0.343137,0,0.529448,0.880519,0.306723,0.21789,0.037,0,C
1,0,0,0,0.379141,0.649539,0,0.003716,0,0,C
0.48,0.263704,0.000207,0.1875,0.871166,0.77326,0.89916,0.03383,0,0,D
0,0,0.000142,0.075,0.221472,0.902968,0.127731,0.030619,0.56,0,D
0.96,0.911111,0.563726,0,0.496319,0.858069,0.24958,0.323394,0,0,C
1,0,0,0,0,0,0,0,0,0,C
0.2,0,0,0,0.730061,0.725368,0,0.009931,0,0,D
0.24,0,0.000288,0.063542,0.362577,0.868047,0.292437,0.037959,0.34,0,F
1,0.907407,0.203431,0,0.566871,0.868047,0.390756,0.222477,0,0,C
1,0,0,0,0,0,0,0,0,0,C
0.16,0,0,0,0,0,0,0,0,0,D
0.36,0.118519,0.057843,0.08125,0.357669,0.873036,0.098319,0.126147,0.18,0,F
1,0.940741,0.29951,0,0.565644,0.873036,0.394958,0.255734,0.018,0,C
1,0,0,0,0,0,0,0,0,0,C
0.28,0,0,0,0.366871,0.687204,0.027731,0.007362,0.33,0,D
0.12,0,0.000343,0.064583,0.192025,0.848092,0.084034,0.040482,0.36,0,F
1,0.962963,0.486765,0,0.509202,0.885508,0.279832,0.28211,0,0,C
1,0.922222,0.000305,0.073958,0.539877,0.780743,0.472269,0.041743,0.21,0,C
0.44,0,0.000027,0.520833,0.343558,0.860564,0.298319,0.0107,0.36,0,D
0.28,0.102593,0.000376,0.177083,0.287117,0.848092,0.102521,0.027867,0.41,0,F
1,0.962963,0.612745,0,0.528221,0.880519,0.278151,0.37156,0,0,C
1,0.944444,0.213726,0.0125,0.638037,0.760788,0.595798,0.28211,0.14,0,C
0.48,0,0.000001,0,0.944785,0.748566,0,0.011147,0,0,D
0.2,0.048519,0.000149,0.166667,0.220245,0.873036,0.379832,0.019381,0.48,0,F
1,0.966667,0.563726,0,0.509816,0.868047,0.256303,0.318807,0,0,D
1,0.97037,0.383334,0,0.58589,0.83562,0.472269,0.244266,0.12,0,C
0.48,0,0,0,0.442331,1,0,0.004977,0.33,0,D
0.6,0.347037,0.000353,0.364583,0.221472,0.848092,0.105882,0.053784,0.33,0,F
1,0.97037,0.59804,0.019792,0.41411,0.873036,0.17563,0.391055,0.061,0.287318,D
1,0.966667,0.321079,0.019792,0.585276,0.830631,0.47563,0.268349,0.13,0,C
0.24,0,0,0,0,0,0,0,0,0,D
0.573333,0.105185,0.000377,0.079167,0.267485,0.873036,0.084034,0.045986,0.4,0,F
1,0.974074,0.519608,0.017708,0.386503,0.870541,0.184874,0.31078,0.064,0,D
1,0.922222,0.177941,0,0.754601,0.763283,0.779832,0.145642,0.11,0,C
0.24,0,0,0,0,0,0,0,0,0,D
0.144,0,0.000309,0.197917,0.217178,0.848092,0.135294,0.019037,0.39,0.616162,F
1,0.951852,0.298039,0,0.516564,0.863058,0.32521,0.16055,0.045,0.267116,D
1,0.918519,0.000221,0,0.619632,0.705912,0.789916,0.027294,0.4,0,C
0.24,0,0,0,0,0,0,0,0,0,D
0.16,0.066296,0.056862,0.145833,0.241104,0.868047,0,0.057569,0.36,0,F
1,0.985185,0.509804,0,0.51227,0.858069,0.281513,0.28211,0,0,D
1,0.959259,0.25049,0.014583,0.528834,0.833125,0.398319,0.178899,0.16,0,C
0.32,0,0,0,0,0.673984,0,0.002317,0.5,0,D
0.373333,0.074444,0.000315,0.135417,0.210429,0.905463,0.195798,0.05172,0.55,0,F
1,0.985185,0.696079,0,0.493252,0.902968,0.241176,0.340596,0.017,0,D
1,0.97037,0.327451,0,0.566258,0.748316,0.442857,0.197248,0.18,0,C
0,0,0,0,0,0.698429,0,0.001445,0,0,D
0.536,0.130741,0.069608,0.1,0.274233,0.850586,0.153782,0.052867,0.23,0,F
1,0.992593,0.292157,0,0.435583,0.873036,0.184034,0.137615,0,0,D
1,0.966667,0.355392,0,0.766871,0.7109,0.621849,0.206422,0,0,C
0,0,0,0,0,0,0,0,0,0,D
0.232,0.156667,0.177941,0.104167,0.331288,0.850586,0.089916,0.112844,0.11,0,F
1,0,0,0,0,0,0,0,0,0,D
1,0.959259,0.392647,0,0.797546,0.700923,0.666387,0.244266,0,0,C
0,0,0,0,0,0,0,0,0,0,C
0.372667,0.265556,0.229902,0.145833,0.334356,0.853081,0,0.193807,0.13,0,F
1,0,0,0,0,0,0,0,0,0,D
1,0.92963,0.246569,0,0.779141,0.688451,0.647899,0.147936,0,0,C
0,0,0,0,0,0,0,0,0,0,C
0.32,0.226296,0.216177,0.104167,0.357669,0.860564,0.193277,0.163991,0.11,0.007856,F
1,0,0,0,0,0,0,0,0,0,D
1,0.962963,0.534314,0,0.858896,0.725867,0.727731,0.275229,0,0,C
0,0,0,0,0,0,0,0,0,0,C
0.25,0.188519,0.136275,0.208333,0.346626,0.848092,0,0.114679,0.06,0.574635,F
1,0,0,0,0,0,0,0,0,0,D
1,0.97037,0.259314,0,0.815951,0.688451,0.711765,0.130734,0,0,C
0,0,0,0,0,0,0,0,0,0,C
0.424,0.235926,0.201471,0.065625,0.342945,0.863058,0.092437,0.18922,0.075,0,F
1,0,0,0,0,0,0,0,0,0,D
1,0.974074,0.588236,0,0.858896,0.675979,0.77563,0.293578,0,0,C
0,0,0,0,0,0,0,0,0,0,C
0.4,0.314444,0.236765,0.166667,0.280368,0.868047,0.09916,0.175459,0.18,0,A
1,0,0,0,0,0,0,0,0,0,C
1,0.955556,0.284804,0,0.877301,0.700923,0.810084,0.167431,0,0,C
0,0,0,0,0,0,0,0,0,0,C
0.434667,0.368148,0.318628,0.05625,0.29816,0.855575,0.087395,0.24656,0.18,0,A
1,0,0,0,0,0,0,0,0,0,C
1,0.981481,0.593138,0,0.895706,0.668496,0.736975,0.274083,0,0,C
0,0,0,0,0,0,0,0,0,0,C
0.660667,0.555556,0.388726,0.06875,0.271166,0.855575,0,0.263761,0.18,0,A
1,0,0,0,0,0,0,0,0,0,C
1,0.962963,0.172549,0,0.920245,0.723372,0.865546,0.096216,0,0,C
0,0,0,0,0,0,0,0,0,0,C
0.347333,0.244444,0.280392,0.029167,0.355215,0.850586,0.104202,0.224771,0.064,0,A
1,0,0,0,0,0,0,0,0,0,C
1,0.974074,0.607843,0,0.865031,0.713395,0.759664,0.305046,0,0,C
0,0,0,0,0,0,0,0,0,0,C
0.409333,0.403704,0.283824,0.166667,0.233742,0.850586,0,0.182339,0.2,0,A
1,0,0,0,0,0,0,0,0,0,C
1,0.966667,0.270588,0,0.883436,0.705912,0.82605,0.175459,0,0,C
0,0,0,0,0,0,0,0,0,0,C
0.542,0.507407,0.495098,0.045833,0.304294,0.850586,0,0.274083,0.068,0,A
1,0,0.000027,0,0.644172,0.922923,0.756303,0.004885,0,0,C
1,0.988889,0.700981,0,0.91411,0.708656,0,0.33945,0,0,C
0,0,0,0,0,0,0,0,0,0,C
0.39,0.358889,0.245098,0.114583,0.217791,0.863058,0,0.168578,0.22,0,A
1,0,0,0,0,0,0,0,0,0,C
1,0.948148,0.29902,0,0.883436,0.703417,0.762185,0.175459,0.018,0,C
0,0,0,0,0,0,0,0,0,0,C
0.241333,0.198889,0.237745,0.090625,0.320245,0.853081,0,0.176606,0.051,0,A
1,0,0,0,0,0,0,0,0,0,C
1,0.974074,0.519608,0.0125,0.877301,0.725867,0.89916,0.235092,0.099,0,C
0.083333,0,0.00032,0.354167,0.693252,0.725867,0.716807,0.15367,0.11,0,C
0.341333,0.655556,0.103431,0.114583,0.139264,0.848092,0,0.029358,0.46,0,A
1,0,0,0,0,0,0,0,0,0,C
