@relation VideoQuality-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute cqi numeric
@attribute mcsDown numeric
@attribute brateDown numeric
@attribute blerDown numeric
@attribute snr numeric
@attribute phr numeric
@attribute mcsUp numeric
@attribute brateUp numeric
@attribute blerUp numeric
@attribute bsr numeric
@attribute class {A,B,C,D,E,F,G}

@data
0.6,0.32,0.000095,0.40625,0.109816,0.997755,0.17395,0.01617,0.55,0,A
1,0.962963,0.442157,0.011458,0.668712,0.888002,0.603361,0.251147,0.072,0,C
1,0.981481,0.377451,0,0.754601,0.685957,0.798319,0.229358,0.16,0,D
0.64,0.540741,0.284314,0.082292,0.503067,0.765777,0.318487,0.247706,0.12,0,D
0.664,0.703704,0.000018,0.84375,0.076074,0.873036,0,0.009736,0.76,0,A
1,0.966667,0.457843,0.014583,0.533129,0.863058,0.451261,0.240826,0.13,0,C
1,0.966667,0.397059,0,0.687117,0.656024,0.689076,0.237385,0.16,0,D
0.72,0.581481,0.311765,0.021875,0.500613,0.758294,0.397479,0.280963,0.061,0,D
0.584,0,0,0,0.141718,0.001746,0.005042,0,1,0,A
1,0.962963,0.257843,0.025,0.625767,0.860564,0.511765,0.159404,0.15,0,C
1,0.951852,0.519608,0,0.846626,0.611125,0.932773,0.269495,0.15,0,D
0.36,0.466667,0.311765,0.166667,0.619632,0.790721,0.578151,0.211009,0.1,0,D
0.8,0.403704,0.000053,0.46875,0.11227,0.873036,0,0.013876,0.56,0,A
1,0,0,0,0,0,0,0,0,0,C
1,0.951852,0.298039,0,0.803681,0.628586,0.721849,0.184633,0.061,0,D
0.52,0.374074,0.321569,0.28125,0.668712,0.758294,0.537815,0.254587,0.025,0,D
0.333333,0.097037,0.000035,0.1875,0.116564,0.873036,0,0.007764,0.75,0,A
1,0,0,0,0,0,0,0,0,0,C
0.96,0.911111,0.392157,0.0125,0.791411,0.643552,0.731933,0.194954,0.083,0,D
0.72,0.703704,0.637255,0.017708,0.576074,0.758294,0.466387,0.380734,0.066,0.455668,D
0.44,0.962963,0.000012,0,0.131288,0,0.336134,0,1,0,A
1,0,0,0,0,0,0,0,0,0,C
0.88,0.644444,0.227941,0.011458,0.840491,0.633574,0.840336,0.150229,0.05,0,D
0.52,0.659259,0.578432,0.017708,0.656442,0.790721,0.507563,0.376147,0.026,0,D
0.44,0.444444,0.000005,0.260417,0,0,0,0,1,0,A
1,0,0,0,0,0,0,0,0,0,C
0.88,0.825926,0.612745,0,0.602454,0.666001,0.419328,0.330275,0.045,0,D
0.68,0.711111,0.475981,0.017708,0.463804,0.778249,0.231092,0.350917,0.037,0,D
0.786667,0.737037,0.000137,0.114583,0,0.922923,0,0.016514,0.72,0,A
1,0,0,0,0,0,0,0,0,0,C
1,0.959259,0.252451,0,0.662577,0.666001,0.540336,0.162844,0.075,0.287318,D
0.76,0.711111,0.651961,0,0.494479,0.745822,0.289916,0.502294,0,0,D
0.32,0.06037,0.000175,0.035417,0,0,0,0,1,0,A
1,0,0,0,0,0,0,0,0,0,C
1,0.977778,0.588236,0,0.501227,0.738339,0.287395,0.322248,0,0,D
0.76,0.640741,0.476471,0.034375,0.584663,0.768271,0.393277,0.349771,0.035,0.257015,D
0.72,0.392593,0.000354,0.0375,0.118405,0.89798,0,0.056881,0.32,0,A
1,0,0,0,0,0,0,0,0,0,C
1,0,0.000027,0,0.736196,0.698429,0.92437,0.004885,0,0,D
0.92,0.896296,0.843138,0,0.865031,0.765777,0.778151,0.450688,0,0,D
0.2,0.154815,0.062745,0.229167,0.171779,0.890496,0,0.055161,0.28,0,A
1,0,0,0,0,0,0,0,0,0,C
1,0,0,0,0,0,0,0,0,0,D
0.84,0.881481,0.916667,0,0.840491,0.778249,0.747899,0.513761,0,0,D
0.12,0.080741,0.000223,0.291667,0.171779,0.917935,0,0.024197,0.43,0,A
1,0,0,0,0,0,0,0,0,0,C
1,0,0,0,0,0,0,0,0,0,D
1,0.955556,0.892157,0.01875,0.803681,0.763283,0.701681,0.46789,0.026,0,D
0.12,0.123333,0.000435,0.385417,0.216564,0.892991,0.130252,0.046789,0.3,0,A
1,0.937037,0.179902,0.025,0.421472,0.863058,0.3,0.206422,0.058,0,C
1,0,0,0,0,0,0,0,0,0,D
0.88,0.833333,0.632353,0.036458,0.631902,0.720878,0.52521,0.43578,0.054,0,D
0.12,0.06037,0.000174,0.3125,0.082822,0.912946,0,0.021101,0.66,0,A
1,0.962963,0.304412,0,0.466258,0.873036,0.280672,0.248853,0.037,0.028058,C
1,0,0,0,0,0,0,0,0,0,D
0.64,0.859259,0.588236,0.035417,0.687117,0.728361,0.588235,0.300459,0.043,0,D
0.08,0.11963,0.000379,0.364583,0,0.89798,0,0.002878,0.8,0,A
1,0.922222,0.204412,0,0.56319,0.83562,0.484874,0.232798,0.13,0,C
1,0,0,0,0,0,0,0,0,0,D
0.706667,0.733333,0.332843,0.054167,0.674847,0.705912,0.631092,0.254587,0.096,0,D
0,0,0.000249,0.270833,0.133129,0.91544,0,0.078899,0.42,0,A
1,0.974074,0.369608,0,0.546012,0.860564,0.373109,0.220183,0.067,0,C
1,0,0,0,0,0,0,0,0,0,D
0.88,0.825926,0.59804,0.05,0.656442,0.683462,0.634454,0.37844,0.11,0,D
0,0.05963,0.000186,0.1,0,0,0,0,1,0,A
1,0.962963,0.378432,0.016667,0.52454,0.838114,0.392437,0.237385,0.093,0,C
1,0,0,0,0,0,0,0,0,0,D
0.68,0.681481,0.583334,0.014583,0.846626,0.718384,0.813445,0.420872,0.053,0,D
0.174,0.111111,0.000161,0.489583,0.103681,0.930407,0,0.050115,0.62,0,A
1,0.92963,0.15049,0,0.584049,0.838114,0.436134,0.165138,0.074,0,C
1,0,0,0,0,0,0,0,0,0,D
0.4,0.363333,0.142157,0.033333,0.957055,0.626091,0.957983,0.165138,0,0,D
0.304667,0.065556,0.000265,0.15625,0.111656,0.947867,0,0.032913,0.48,0,A
1,0.896296,0.160784,0,0.662577,0.845597,0.546218,0.236239,0.059,0,C
1,0,0,0,0,0,0,0,0,0,D
0.52,0.253333,0.087745,0.070833,0.834356,0.618608,0.915966,0.104587,0.05,0,D
0.292,0.074074,0.000268,0.229167,0.098773,0.922923,0,0.022821,0.56,0,A
1,0.962963,0.37353,0,0.723926,0.853081,0.623529,0.219037,0.045,0,C
1,0,0,0,0,0,0,0,0,0,D
0.6,0.518519,0.362745,0.064583,0.742331,0.611125,0.731933,0.205275,0.12,0,D
0,0,0.000006,0,0,0.95535,0,0.014908,0.8,0,A
1,0.962963,0.397059,0.014583,0.631902,0.845597,0.567227,0.269495,0.1,0,C
1,0,0,0,0,0,0,0,0,0,C
0.48,0.396296,0.186765,0.080208,0.809816,0.618608,0.814286,0.131881,0.077,0,D
0.08,0,0.000094,0.08125,0.090184,0.947867,0,0.006995,0.64,0,A
1,0.97037,0.455392,0,0.730061,0.843103,0.603361,0.264908,0,0,C
1,0,0,0,0,0,0,0,0,0,C
0.72,0.614815,0.47402,0.042708,0.907975,0.621103,0.890756,0.270642,0.029,0,D
0,0,0.00006,0.322917,0.112883,0.907957,0,0.026261,0.49,0,A
1,0.955556,0.234804,0.011458,0.638037,0.860564,0.532773,0.130734,0.089,0.175084,C
1,0,0,0,0.222699,0.823397,0,0.001995,0.75,0,C
0.933333,0.903704,0.519608,0.038542,0.711656,0.596159,0.678992,0.283257,0.15,0,D
0.12,0,0.000144,0.114583,0,0.89798,0,0.008647,0.76,0,A
1,0.988889,0.5,0,0.571779,0.833125,0.481513,0.243119,0.15,0,D
1,0,0,0,0,0,0,0,0,0,C
0.84,0.866667,0.583334,0.042708,0.791411,0.683462,0.848739,0.413991,0.11,0.002795,D
0.08,0.073333,0.000089,0.3125,0.066871,0.89798,0,0.006502,0.74,0,A
1,0.974074,0.452941,0.026042,0.564417,0.850586,0.47479,0.268349,0.12,0,D
1,0,0,0,0,0,0,0,0,0,C
0.76,0.688889,0.588236,0.051042,0.699387,0.65353,0.715966,0.336009,0.092,0,D
0,0,0,0,0,0,0,0,1,0,A
1,0.981481,0.519608,0.015625,0.534969,0.860564,0.543697,0.233945,0.18,0,D
1,0,0,0,0,0,0,0,0,0,C
0.56,0.392593,0.223039,0.030208,0.742331,0.678473,0.805882,0.125,0.12,0,D
0.28,0.068148,0.000189,0.239583,0.189571,0.910451,0,0.025917,0.39,0,A
1,0.981481,0.371079,0,0.580982,0.820654,0.412605,0.228211,0.013,0,D
1,0,0,0,0.414724,0.72437,0,0.001628,0,0,C
0.64,0.525926,0.24951,0.104167,0.680982,0.643552,0.676471,0.12156,0.16,0,D
0.28,0.113704,0.000208,0.3125,0,0.89798,0,0.013876,0.65,0,A
1,0.981481,0.534314,0,0.579755,0.840609,0.455462,0.277523,0.076,0,D
1,0,0,0,0,0,0,0,0,0,C
0.44,0.422222,0.114706,0.086458,0.595706,0.608631,0.652101,0.066628,0.19,0,D
0.333333,0.137778,0.000213,0.208333,0.130675,0.965328,0,0.036353,0.44,0,A
1,0.981481,0.651961,0,0.785276,0.870541,0.705882,0.321101,0.018,0,D
1,0,0,0,0,0,0,0,0,0,C
0.72,0.651852,0.273039,0.047917,0.723926,0.601147,0.82437,0.127294,0.13,0,D
0.16,0.065185,0.000147,0.333333,0,0,0,0,1,0,A
1,0.985185,0.612745,0,0.680982,0.870541,0.602521,0.317661,0.068,0,D
1,0,0,0,0,0,0,0,0,0,C
0.64,0.614815,0.222549,0.085417,0.644172,0.623597,0.627731,0.154817,0.18,0,D
0,0,0.000085,0.46875,0.134356,0.927912,0,0.022592,0.48,0,A
1,0.959259,0.486275,0,0.687117,0.843103,0.634454,0.283257,0.1,0,D
1,0,0,0,0,0,0,0,0,0,C
0.6,0.614815,0.197058,0.053125,0.613497,0.658518,0.62521,0.112041,0.18,0,D
0.24,0.092222,0.000282,0.145833,0.106135,0.935395,0.168067,0.002294,0.89,0,A
1,0.985185,0.583334,0,0.717791,0.860564,0.629412,0.266055,0.025,0,D
1,0,0,0,0,0,0,0,0,0,C
0.6,0.588889,0.334314,0.041667,0.476687,0.606136,0.462185,0.167431,0.24,0,D
0,0,0.000006,0,0.217791,0.997755,0,0.026606,0.38,0,A
1,0.988889,0.764706,0,0.705521,0.853081,0.628571,0.34289,0.057,0,D
1,0,0,0,0,0,0,0,0,0,C
0.52,0.165185,0.09902,0.047917,0.920245,0.651035,0.882353,0.167431,0,0,D
0.32,0.055185,0.000351,0.044792,0.193252,0.89798,0,0.03578,0.49,0,A
1,0,0.000027,0,0.644172,0.848092,0.92437,0.004885,0,0,D
1,0,0,0,0,0,0,0,0,0,C
0.56,0.33963,0.218628,0,0.93865,0.633574,0.857143,0.169725,0,0,D
0.36,0.072963,0.051471,0.046875,0.195092,0.945373,0,0.055505,0.33,0,A
1,0,0,0,0,0,0,0,0,0,D
1,0.792593,0.00012,0,0.717791,0.643552,0.429412,0.027408,0,0,C
0.44,0.381481,0.302451,0,0.993865,0.661013,0.94958,0.174312,0.019,0,D
0.32,0.178148,0.059314,0.067708,0.221472,0.952856,0,0.036927,0.34,0,A
1,0,0,0,0,0,0,0,0,0,D
1,0.888889,0.134314,0,0.625767,0.661013,0.485714,0.161697,0.034,0,C
0.56,0.30963,0.144118,0,0.840491,0.690945,0.815966,0.204128,0.017,0,D
0.25,0.115185,0.054902,0.096875,0.127607,0.910451,0,0.049312,0.37,0,A
1,0,0,0,0,0,0,0,0,0,C
1,0.933333,0.316667,0,0.631902,0.658518,0.529412,0.206422,0.042,0,C
0.52,0.245556,0.171079,0.015625,0.785276,0.700923,0.705042,0.16055,0,0,C
0.5,0.344444,0.000328,0.15625,0.166258,0.930407,0,0.037959,0.28,0,A
1,0,0,0,0,0,0,0,0,0,C
1,0.959259,0.509804,0.022917,0.542945,0.663507,0.39916,0.322248,0.12,0,C
0.56,0.496296,0.271569,0.033333,0.871166,0.675979,0.80084,0.173165,0.033,0,C
0.92,0.544444,0.000446,0.145833,0.117178,0.947867,0,0.035665,0.38,0,A
1,0,0,0,0,0,0,0,0,0,C
1,0.907407,0.067157,0.015625,0.43681,0.628586,0.363025,0.064908,0.04,0,C
0.6,0.585185,0.480392,0,0.93865,0.695934,0.857143,0.258028,0.032,0,C
0.16,0.102963,0.000119,0.054167,0.191411,0.935395,0,0.032683,0.41,0,A
1,0,0,0,0,0,0,0,0,0,C
0.96,0.92963,0.52451,0.013542,0.454601,0.663507,0.276471,0.279817,0.062,0,C
0.72,0.648148,0.361765,0.034375,0.803681,0.695934,0.695798,0.209862,0.024,0,C
0.74,0.275926,0.000324,0.055208,0,0.89798,0,0.024427,0.68,0,A
1,0,0,0,0,0,0,0,0,0,D
1,0.981481,0.357353,0,0.489571,0.646046,0.313445,0.200688,0.06,0,C
0.4,0.32963,0.209313,0.079167,0.779141,0.663507,0.659664,0.170872,0.014,0,C
0.347333,0.106667,0.000476,0.090625,0.084049,0.89798,0,0.012615,0.54,0,A
1,0,0,0,0,0,0,0,0,0,D
1,0.962963,0.529412,0.015625,0.452761,0.685957,0.268067,0.364679,0.11,0,C
0.52,0.396296,0.271079,0.070833,0.840491,0.675979,0.736975,0.202982,0.033,0,C
0.84,0.231481,0.000012,0,0.141104,0.89798,0,0.02695,0.41,0,A
1,0,0,0,0,0,0,0,0,0,D
1,0.959259,0.297549,0,0.484663,0.658518,0.37479,0.225917,0.062,0,C
0.52,0.407407,0.234804,0.060417,0.907975,0.688451,0.815126,0.21445,0,0,C
0.52,0.059259,0.000198,0.032292,0.07546,0.89798,0.168067,0.002878,0.86,0,A
1,0,0,0,0,0,0,0,0,0,D
1,0.974074,0.696079,0.013542,0.457055,0.67099,0.270588,0.355505,0.054,0,C
0.56,0.459259,0.221568,0.114583,0.748466,0.713395,0.666387,0.204128,0.033,0,C
0.589333,0.324074,0.000216,0.291667,0.079755,0.947867,0,0.025688,0.51,0,A
1,0,0,0,0,0,0,0,0,0,C
1,0.933333,0.197549,0.028125,0.496933,0.678473,0.348739,0.142202,0.065,0,C
0.48,0.348148,0.265196,0,0.98773,0.668496,0.94958,0.196101,0.018,0,C
0.072,0,0,0,0.204908,0.89798,0,0.018693,0.48,0,A
1,0,0,0,0,0,0,0,0,0,C
1,0.955556,0.410294,0.021875,0.395092,0.668496,0.216807,0.241972,0.12,0,C
0.6,0.488889,0.371079,0,0.95092,0.748316,0.882353,0.21445,0.041,0,C
0.394667,0.35,0.000043,0.28125,0.096933,0.922923,0.158824,0.00805,0.63,0,A
1,0,0,0,0,0,0,0,0,0,C
1,0.966667,0.602941,0.021875,0.390184,0.673485,0.160504,0.333716,0.12,0,C
0.48,0.392593,0.212255,0.065625,0.883436,0.695934,0.82605,0.184633,0,0,C
0.7,0.354444,0.000248,0.427083,0.125767,0.89798,0,0.03039,0.33,0,A
1,0,0,0,0,0,0,0,0,0,C
1,0.888889,0.12451,0,0.510429,0.690945,0.319328,0.147936,0.05,0,C
0.6,0.328519,0.179412,0,0.907975,0.668496,0.87395,0.277523,0.075,0,C
0.28,0.084074,0.000225,0.15625,0.229448,0.947867,0,0.030161,0.27,0,A
1,0,0,0,0,0,0,0,0,0,C
1,0.951852,0.495098,0.011458,0.479755,0.688451,0.331933,0.300459,0.1,0,C
0.68,0.603704,0.477941,0.017708,0.773006,0.680968,0.706723,0.316514,0.027,0,C
0.544,0.925926,0.000008,0,0,0,0,0,1,0,A
1,0,0,0,0,0,0,0,0,0,C
1,0.937037,0.172059,0,0.476074,0.658518,0.24958,0.12844,0.049,0,C
0.8,0.740741,0.691177,0.010417,0.97546,0.67099,0.882353,0.361239,0,0,C
0.2,0.16963,0.000054,0.15625,0.174233,0.942879,0,0.02844,0.41,0,A
1,0,0,0,0,0,0,0,0,0,C
1,0.962963,0.495098,0.021875,0.409816,0.661013,0.269748,0.241972,0.17,0,C
0.458667,0.407407,0.314216,0.166667,0.865031,0.67099,0.798319,0.261468,0.033,0,C
0.55,0.164444,0.000071,0.145833,0.07546,0.947867,0,0.016743,0.58,0,A
1,0,0,0,0,0,0,0,0,0,C
1,0.951852,0.217647,0.022917,0.460123,0.641058,0.294958,0.174312,0.12,0,C
0.28,0.272963,0.27353,0.208333,0.877301,0.641058,0.810084,0.254587,0.044,0,C
0.48,0.076296,0.000072,0.096875,0.073006,0.89798,0,0.00414,0.81,0,A
1,0,0,0,0,0,0,0,0,0,C
1,0.97037,0.544118,0.042708,0.347853,0.67099,0.152941,0.334862,0.16,0,C
0.68,0.681481,0.397059,0.036458,0.871166,0.73335,0.796639,0.28211,0.024,0,C
0,0.17,0.000157,0.073958,0.062577,0.917935,0,0.023624,0.68,0,A
1,0,0,0,0,0,0,0,0,0,C
1,0.948148,0.259314,0.01875,0.452147,0.656024,0.264706,0.163991,0.077,0,C
0,0,0.000358,0.90625,0.871166,0.601147,0.848739,0.084404,0.042,0,C
0.56,0.121481,0.000379,0.239583,0.17362,0.927912,0,0.039335,0.37,0,A
1,0,0,0,0,0,0,0,0,0,C
1,0.959259,0.469118,0.0375,0.47362,0.728361,0.427731,0.263761,0.2,0,C
0.16,0.104074,0.092157,0.583333,0.834356,0.703417,0.758824,0.135321,0.028,0,C
0.348,0.130741,0.000293,0.145833,0.120245,0.917935,0,0.031078,0.48,0,A
1,0,0,0,0,0,0,0,0,0,C
1,0.977778,0.482843,0.0375,0.416564,0.708406,0.22521,0.280963,0.066,0,C
0.56,0.422222,0.289706,0.15625,0.828221,0.67099,0.785714,0.206422,0.081,0,C
0.5,0.344074,0.000195,0.302083,0,0.997755,0,0.015826,0.57,0,A
1,0.955556,0.12598,0,0.594479,0.825642,0.489916,0.110206,0.049,0,C
1,0.977778,0.418627,0.039583,0.437423,0.675979,0.263025,0.232798,0.16,0,C
0.44,0.388889,0.112255,0.104167,0.797546,0.598653,0.538655,0.091972,0.037,0,C
0.74,0.474074,0.000189,0.354167,0.117791,0.95535,0,0.033028,0.45,0,A
1,0.985185,0.486275,0,0.611043,0.840609,0.457983,0.201835,0.058,0,C
1,0.985185,0.415686,0.013542,0.354601,0.738339,0.242017,0.27867,0.2,0,C
0.08,0.071481,0.000345,0.096875,0.437423,0.63108,0.406723,0.0875,0.32,0,C
0.946667,0.892593,0.000238,0.1875,0.281595,0,0,0,1,0,A
1,0.992593,0.681373,0,0.644172,0.843103,0.49916,0.28211,0.04,0,C
1,0.977778,0.267157,0.052083,0.315951,0.658518,0.169748,0.162844,0.21,0,C
0.583333,0.625926,0.415686,0.036458,0.625767,0.750811,0.510924,0.272936,0.13,0,C
0.56,0.144444,0.000164,0.114583,0.123313,0.997755,0,0.023509,0.65,0,A
1,0.985185,0.332353,0,0.631902,0.825642,0.514286,0.170872,0.096,0,C
0.993333,0.985185,0.553922,0.058333,0.530061,0.745822,0.431092,0.306193,0.18,0,C
0.24,0.203704,0.091667,0.135417,0.503067,0.785732,0.536134,0.049885,0.25,0,D
0.571333,0.396296,0.000035,0,0.127607,0.873036,0,0.018349,0.64,0,A
1,0.940741,0.302451,0,0.625767,0.803193,0.566387,0.202982,0.13,0,C
1,0.896296,0.00025,0,0.57546,0.723372,0.570588,0.040023,0.26,0,C
0.68,0.685185,0.258824,0.042708,0.693252,0.708406,0.665546,0.181193,0.095,0,D
0.166667,0.048519,0.000211,0.28125,0.213497,0.967822,0.119328,0.01789,0.45,0,A
1,0.97037,0.470588,0,0.455828,0.818159,0.268908,0.228211,0.055,0,C
1,0,0,0,0,0,0,0,0,0,C
0.72,0.677778,0.354412,0.057292,0.400613,0.720878,0.215966,0.205275,0.21,0,D
0,0.062593,0.000139,0.395833,0,0,0,0,1,0,A
1,0.981481,0.661765,0,0.560736,0.828137,0.355462,0.356651,0.014,0,C
1,0,0,0,0,0,0,0,0,0,C
0.56,0.407407,0.137255,0,0.760736,0.680968,0.808403,0.10883,0.16,0,D
0,0,0.000063,0.270833,0.074233,0.942879,0,0.025115,0.66,0,A
1,0.97037,0.544118,0,0.773006,0.855575,0.654622,0.224771,0.014,0,C
1,0,0,0,0.578528,0.67573,0,0.004885,0,0,C
0.56,0.574074,0.394608,0.046875,0.644172,0.703417,0.538655,0.22133,0.064,0,C
0.2,0.047037,0.000204,0.104167,0.091411,0.873036,0,0.015367,0.76,0,A
1,0.985185,0.320588,0,0.699387,0.815665,0.563866,0.167431,0.017,0,G
1,0,0,0,0,0,0,0,0,0,G
0.72,0.533333,0.133824,0.05,0.418405,0.638563,0.309244,0.113417,0.29,0,C
0.125333,0.037407,0.00007,0.489583,0.197546,0,0.343697,0,1,0,A
1,0.974074,0.705883,0,0.699387,0.843103,0.637815,0.352064,0.054,0,G
1,0,0,0,0,0,0,0,0,0,G
0.84,0.792593,0.445098,0.038542,0.532515,0.648541,0.394118,0.308486,0.2,0,C
0,0,0.000059,0.96875,0,0,0,0,1,0,A
1,0.985185,0.730393,0,0.601227,0.850586,0.540336,0.408257,0.14,0,G
1,0,0,0,0.277914,0.599651,0,0.003716,0,0,G
0.68,0.533333,0.123039,0.21875,0.569325,0.606136,0.77479,0.088073,0.32,0,C
0,0,0.000075,0,0.061963,0.910451,0,0.009197,0.68,0,A
0.926667,0.892593,0.681373,0.053125,0.693252,0.868047,0.613445,0.317661,0.08,0,G
1,0,0,0,0.530061,0.598653,0,0.001445,0,0,G
0.357333,0.433333,0.137745,0.020833,1,0.668496,1,0.158257,0,0,D
0.2,0,0.000144,0.04375,0.248466,0.91544,0,0.06422,0.11,0,A
1,0,0.000013,0,0.96319,0.848092,0.756303,0.009931,0,0,G
1,0,0,0,0,0,0,0,0,0,C
0.52,0.335556,0.240686,0,0.791411,0.683462,0.644538,0.168578,0,0,D
0.2,0,0.000372,0.065625,0.202454,0.917935,0,0.040367,0.26,0,A
1,0,0,0,0,0,0,0,0,0,G
1,0,0,0,0,0,0,0,0,0,C
0.48,0.282963,0.246569,0.016667,0.723926,0.695934,0.598319,0.222477,0,0,D
0.130667,0.041852,0.000314,0.05,0.186503,0.905463,0,0.060894,0.29,0,A
1,0.166667,0.000001,0,0.656442,0.860564,0.714286,0.019839,0,0,G
1,0,0,0,0,0,0,0,0,0,C
0.64,0.507407,0.356373,0,0.736196,0.678473,0.636975,0.228211,0,0,D
0.166667,0.045556,0.000306,0.177083,0.260123,0.940384,0.093277,0.048624,0.18,0,A
1,0,0,0,0,0,0,0,0,0,G
1,0,0,0,0,0,0,0,0,0,C
0.48,0.344074,0.305392,0,0.846626,0.695934,0.744538,0.184633,0,0,D
0.24,0.113333,0.000452,0.197917,0.320245,0.900474,0.116807,0.044495,0.19,0,A
1,0,0,0,0,0,0,0,0,0,C
1,0,0,0,0,0,0,0,0,0,C
0.52,0.437037,0.358824,0,0.871166,0.720878,0.814286,0.21445,0,0,B
0,0.044444,0.000295,0.166667,0.140491,0.940384,0,0.032225,0.37,0,A
1,0,0,0,0,0,0,0,0,0,C
1,0,0,0,0,0,0,0,0,0,C
0.36,0.625926,0.272059,0,0.969325,0.675979,0.941176,0.18922,0,0,B
0.119333,0,0.000406,0.046875,0.195706,0.892991,0,0.040023,0.44,0,A
1,0.166667,0.000251,0,0.668712,0.823148,0.588235,0.010069,0,0,C
1,0.703704,0.00012,0.145833,0.560736,0.623597,0.672269,0.029702,0.21,0,C
0.28,0.255926,0.166177,0.0125,0.803681,0.69344,0.712605,0.116972,0,0,B
0,0,0.054412,0.069792,0.209816,0.883013,0,0.058601,0.24,0,A
1,0,0,0,0,0,0,0,0,0,C
1,0.896296,0.061765,0.25,0.508589,0.725867,0.490756,0.074197,0.24,0,C
0.68,0.396296,0.208824,0.070833,0.705521,0.65353,0.573109,0.134174,0.051,0,B
0.16,0.087037,0.000231,0.375,0.115951,0.997755,0,0.00117,0.89,0,A
1,0.985185,0.479902,0,0.59816,0.855575,0.442857,0.263761,0.052,0,C
0.986667,0.974074,0.321079,0.053125,0.38773,0.688451,0.307563,0.200688,0.28,0,C
0.28,0.288889,0.121078,0.05625,0.42454,0.668496,0.306723,0.059289,0.26,0,B
0.551333,0.925926,0.000006,0,0,0,0.420168,0,1,0,A
1,0.988889,0.705883,0,0.530061,0.850586,0.394118,0.37156,0.075,0.511785,C
0.98,0.918519,0.317157,0.033333,0.593865,0.69344,0.491597,0.222477,0.18,0,C
0.32,0.204815,0.055392,0.114583,0.433129,0.765777,0.246218,0.051261,0.24,0,B
0.57,0.488889,0.000012,0.65625,0.097546,0.902968,0,0.031766,0.59,0.56229,A
1,0.985185,0.676471,0,0.558896,0.858069,0.373109,0.386468,0.037,0,C
1,0.933333,0.106863,0,0.619632,0.77326,0.538655,0.145642,0.19,0,C
0.202667,0.101852,0.000382,0.114583,0.687117,0.708406,0.628571,0.056651,0.095,0,B
0,0,0.000245,0.125,0.171166,0.962834,0,0.050344,0.39,0.002615,A
1,0.955556,0.266667,0,0.587117,0.83562,0.445378,0.241972,0.03,0.350168,C
1,0.825926,0.000284,0.15625,0.497546,0.730856,0.42521,0.061812,0.2,0,C
0.455333,0.098148,0.000132,0.15625,0.405521,0.753305,0.702521,0.03039,0.52,0,F
0.08,0.066667,0.000064,0.604167,0.109816,0,0,0.024312,0.62,0,A
1,0.97037,0.661765,0,0.736196,0.850586,0.631933,0.293578,0.021,0,G
1,0.9,0.088235,0.322917,0.398773,0.638563,0.594118,0.118119,0.51,0,C
0.594,0.180741,0.000374,0.094792,0.322699,0.720878,0.504202,0.05195,0.47,0,F
0.228667,0.176667,0.000001,1,0.115951,0.947867,0,0.004266,0.67,0,A
1,0.981481,0.769608,0,0.766871,0.840609,0.643697,0.395642,0.018,0,G
1,0.940741,0.210784,0.027083,0.529448,0.596159,0.436134,0.159404,0.2,0,C
0.28,0.140741,0.073039,0.177083,0.674847,0.725867,0.714286,0.072133,0.05,0,F
0.139333,0,0.000076,0.125,0.280982,0.91544,0.153782,0.030734,0.4,0,A
1,0.962963,0.355392,0,0.602454,0.830631,0.505042,0.188073,0.075,0,G
1,0.92963,0.000371,0.177083,0.567485,0.56872,0.558824,0.052982,0.19,0,C
0.64,0.351111,0.000453,0.0375,0.485276,0.678473,0.82521,0.027982,0.45,0,F
0,0,0.000012,0.094792,0.080368,0.947867,0,0.013417,0.73,0,A
1,0.977778,0.843138,0,0.754601,0.858069,0.677311,0.417431,0.051,0,G
1,0.940741,0.30049,0.177083,0.674847,0.596159,0.603361,0.18578,0.15,0,C
0.226667,0.235556,0.000141,0.051042,0.693252,0.728361,0.558824,0.074197,0.05,0,F
0.353333,0,0.000022,0.029167,0.330675,0.922923,0.093277,0.037959,0.11,0.82716,A
1,0.988889,0.381373,0,0.748466,0.845597,0.682353,0.18578,0.021,0,C
1,0.955556,0.466177,0,0.625767,0.576204,0.554622,0.267202,0.084,0,C
0.32,0.385185,0.164216,0.055208,0.736196,0.79571,0.757983,0.101606,0.15,0,F
0.128,0.068889,0.0001,0.3125,0.287117,0.873036,0.087395,0.030505,0.12,0,A
1,0,0,0,0,0,0,0,0,0,C
1,0.940741,0.201471,0,0.748466,0.65353,0.678151,0.129587,0.067,0,C
0.12,0.392593,0.057353,0.064583,0.736196,0.698429,0.640336,0.05367,0.095,0,F
0.173333,0,0.000208,0.03125,0.246012,0.880519,0,0.028326,0.17,0,A
1,0,0,0,0,0,0,0,0,0,C
1,0.951852,0.375981,0,0.693252,0.613619,0.665546,0.207569,0.062,0,C
0.48,0.342222,0.207353,0.04375,0.723926,0.738339,0.704202,0.178899,0.14,0,F
0.384,0.12,0.000186,0.091667,0.084049,0.873036,0,0.018119,0.57,0,A
1,0.396296,0.000001,0,0.625767,0.848341,0,0.009782,0,0,C
1,0.940741,0.386275,0.014583,0.610429,0.641058,0.458824,0.241972,0.079,0,C
0.6,0.459259,0.333824,0.0625,0.828221,0.738339,0.789076,0.230505,0.091,0,F
0.422,0.037037,0.000043,0,0,0.922923,0,1,0.91,0,A
1,0,0,0,0,0,0,0,0,0,C
