@RELATION VideoQuality


@ATTRIBUTE cqi REAL
@ATTRIBUTE mcsDown REAL
@ATTRIBUTE brateDown REAL
@ATTRIBUTE blerDown REAL
@ATTRIBUTE snr REAL
@ATTRIBUTE phr REAL
@ATTRIBUTE mcsUp REAL
@ATTRIBUTE brateUp REAL
@ATTRIBUTE blerUp REAL

@ATTRIBUTE class {320,640,480,768,1024,1280,1920}


@DATA
6.20,20.4,502,0,4.10,30.2,1.84,38.6,35,1280
12.5,19.6,528000.0,2.9,5.35,29.6,1.35,132,19,1280
11.3,26.3,186000.0,0,3.14,27.0,0.0,68.4,31,1280
13.9,20.1,178000.0,5.8,4.19,30.0,1.62,83.1,37,1280
14.4,23.4,484000.0,0,3.22,28.1,0.0,141,24,1280
12.7,20.6,117000.0,1,4.51,32.9,2.00,46.6,30,1280
11.8,22.3,612000.0,3.6,4.70,30.1,1.66,193,19,1280
12.7,22.9,424000.0,1.1,4.11,27.5,0.0,106,15,1280
13.8,26.3,462000.0,3.2,2.88,28.7,0.0,108,28,1280
10.5,20.5,285000.0,2.2,2.84,28.4,0.0,74.8,37,1280
13.1,15.1,127000.0,1.1,3.48,29.8,0.0,46.8,26,1280
13.1,20.2,150000.0,1.2,2.70,31.3,0.0,48.6,33,1280
10.2,18.8,426999.0,0,4.52,29.4,0.0,132,11,1280
9.00,16.4,348000.0,2.5,5.36,28.1,1.19,128,7.9,1280
8.92,17.1,398000.0,3.4,4.88,29.1,0.0,112,15,1280
8.70,22.7,501000.0,4.8,4.63,28.2,0.0,165,11,1280
6.52,18.7,387000.0,4.2,5.64,27.5,1.76,123,19,1280
9.13,18.7,420000.0,1.8,4.34,28.1,0.0,128,14,1280
12.6,21.2,616000.0,1.4,4.86,28.2,0.0,173,12,1280
8.60,8.36,242000.0,0,8.16,31.1,3.15,100,5.3,1280
4.40,14.2,167000.0,0,5.15,27.4,1.27,82.6,6.0,1280
7.40,23.5,413000.0,2.2,5.68,27.4,1.84,138,16,1280
14.3,25.0,936999.0,1.2,4.76,28.4,0.0,226,8.4,1280
8.65,21.5,625000.0,1.1,5.21,31.1,0.0,185,8.9,1280
8.33,13.3,289000.0,0,4.45,31.8,0.0,96.7,6.9,1280
12.5,18.5,738000.0,1.8,5.56,28.9,1.36,203,9.4,1280
9.86,22.2,525000.0,3.9,4.27,30.3,0.0,176,18,1280
8.18,23.8,511000.0,3.0,3.82,28.8,0.0,148,5.4,1280
14.4,25.9,999000.0,0,5.42,29.2,0.0,226,4.3,1280
10.6,24.0,661000.0,0,5.04,29.5,0.0,163,3.2,1280
13.6,22.4,814000.0,2.6,4.13,28.3,0.0,196,15,1280
10.2,23.2,515000.0,8.7,2.96,28.9,0.0,155,27,1280
5.63,10.2,244000.0,5.9,3.63,28.1,0.0,86.3,28,1280
7.83,14.3,197000.0,9.4,3.19,31.1,1.32,44.4,49,768
10.00,15.2,496,2.6,3.20,32.9,0.0,49.0,53,768
9.00,13.3,115999.09,0,4.40,29.5,1.10,39.4,31,768
9.63,12.7,506,1.8,2.93,29.6,1.81,55.7,49,768
9.55,16.3,269000.0,4.1,3.07,28.6,1.89,57.6,55,768
12.3,12.8,709,0,2.73,33.3,1.00,32.7,62,768
9.00,15.9,441000.0,3.5,3.19,30.4,0.0,101,45,768
6.52,19.9,250000.0,1.6,4.96,30.7,1.27,80.6,20,768
10.2,11.3,224000.0,1.9,4.52,30.0,0.0,56.8,31,1280
8.00,7.13,112999.09,3.7,4.26,30.3,1.44,61.2,37,1280
7.09,10.0,899,0,4.51,30.3,2.56,47.8,45,1280
12.0,15.9,675,2.0,1.70,32.7,0.0,18.4,66,1280
10.8,13.4,830,0,2.86,30.6,0.0,51.4,41,1280
13.0,14.6,993,0,2.51,29.7,0.0,41.0,47,1280
10.4,7.92,147000.0,9.1,3.31,31.4,0.0,33.8,37,1280
8.48,5.69,756,0,5.70,30.8,1.79,89.6,14,1280
8.12,6.10,194000.0,9.1,5.32,31.1,1.41,77.5,11,1280
6.88,9.20,129000.0,4.1,4.19,30.4,2.31,37.9,43,1280
10.4,7.89,697,8.0,2.90,28.7,1.98,39.7,52,1280
9.52,12.6,219000.0,3.4,3.51,30.2,1.38,59.8,54,1280
7.80,9.90,149000.0,0,4.05,28.8,2.72,42.9,47,1280
11.1,6.97,348,0,2.98,30.3,0.0,41.3,40,1280
4.20,15.9,235000.0,2.5,5.69,31.0,1.67,97.5,12,1280
5.65,11.5,225000.0,1.5,4.18,30.2,0.0,105,18,1280
5.87,12.9,281000.0,1.9,5.53,31.3,1.69,118,19,1280
7.46,9.99,281000.0,0,5.67,29.8,1.64,105,14,1280
5.87,12.0,186000.0,4.2,4.51,30.1,2.04,76.9,31,1280
7.83,13.3,368000.0,1.1,5.57,28.7,0.0,109,5.3,1280
6.82,14.2,445000.0,2.6,5.37,32.6,1.53,151,14,1280
9.40,18.6,528000.0,1.6,3.90,29.8,0.0,117,15,1280
6.00,14.0,380000.0,3.1,4.70,31.4,0.0,150,7.4,1280
10.8,16.7,632000.0,5.8,4.28,31.4,0.0,173,16,1280
0.0,0.0,244,0,6.28,29.0,1.78,34.4,4.3,1280
4.46,5.31,165000.0,1,2.93,28.0,0.0,35.9,32,1280
6.25,12.9,345000.0,1.5,5.10,28.9,1.04,143,14,1280
7.17,19.5,599000.0,1.5,4.94,29.0,1.09,169,15,480
7.83,17.2,504000.0,3.8,4.57,30.8,1.52,152,28,480
9.00,20.6,311000.0,2.0,3.98,28.4,0.0,115,26,480
13.0,26.2,664000.0,0,3.79,29.4,0.0,177,23,480
5.22,12.9,273000.0,1.4,5.10,31.7,1.82,70.3,24,480
10.6,9.24,559,3.3,2.85,31.7,1.77,34.3,61,480
8.75,13.6,318000.0,1.3,4.00,28.3,1.05,92.8,31,480
10.4,21.7,311000.0,1.5,3.01,28.7,0.0,54.8,27,480
12.2,17.1,354000.0,3.0,3.87,31.1,1.01,124,36,1024
7.67,11.5,371000.0,1.1,4.74,30.2,0.0,111,17,1024
10.6,13.5,563000.0,2.2,5.09,29.6,1.59,185,21,1024
9.24,5.17,715,0,5.70,30.9,2.86,78.1,32,1024
8.12,5.38,107000.0,2.7,3.68,32.1,1.22,49.2,44,768
12.8,17.9,855,0,4.10,29.0,0.0,34.0,28,768
12.0,12.4,929,4.7,3.93,28.5,1.04,40.0,35,768
11.3,16.0,146000.0,4.3,3.08,32.7,1.44,56.2,54,768
11.6,11.8,318000.0,2.3,3.54,28.4,0.0,107,31,1024
14.0,18.3,237000.0,4.0,3.99,29.8,1.44,78.0,35,1024
15.0,24.5,619,2.9,3.75,27.4,0.0,48.0,35,1024
15.0,22.4,637,0,5.69,29.2,4.12,27.7,42,1024
15.0,25.4,286000.0,0,5.14,29.2,2.17,125,37,768
11.5,12.0,185000.0,0,6.52,30.7,3.43,84.9,33,768
8.13,9.68,363000.0,6.1,7.63,30.8,3.60,99.2,9.4,768
11.7,22.1,375000.0,9.6,3.24,29.8,0.0,105,34,768
10.0,24.5,403000.0,2.3,3.20,30.1,0.0,122,22,1280
8.12,13.7,136000.0,5.1,2.61,30.4,0.0,66.8,37,1280
12.7,16.7,306000.0,1.0,4.38,31.4,1.09,91.2,17,1280
10.7,19.0,413999.0,3.1,3.10,30.2,0.0,117,20,1280
10.1,8.06,463,7.8,2.42,32.6,1.07,37.9,59,1280
9.55,12.1,329000.0,1.3,4.20,31.2,0.0,117,29,1280
10.2,18.5,374000.0,8.2,4.05,30.5,1.15,72.4,38,1280
8.05,13.2,366000.0,3.6,4.21,31.1,0.0,114,34,1280
7.10,16.9,472000.0,2.9,5.49,31.4,1.46,129,22,1280
15.0,24.4,893000.0,3.3,5.22,30.1,1.32,223,20,1280
12.0,20.8,277000.0,4.2,3.85,31.6,0.0,90.3,32,1280
9.13,19.1,606000.0,4.0,4.42,31.5,1.29,139,20,1280
9.78,19.0,569000.0,1.4,5.14,31.2,1.25,139,15,640
7.17,22.2,326000.0,2.6,4.79,32.0,1.47,85.3,21,640
10.8,17.0,796000.0,1.5,5.60,31.7,1.69,265,21,640
13.6,21.7,798000.0,2.0,4.48,29.6,0.0,197,20,640
10.3,18.4,582000.0,3.2,4.38,29.9,0.0,151,17,640
8.83,15.8,210000.0,2.7,4.15,30.3,1.42,128,29,640
7.83,12.2,247000.0,8.9,3.90,30.3,0.0,140,26,640
11.2,13.8,222000.0,0,5.53,28.5,2.12,83.0,18,640
11.1,15.2,347000.0,0,4.79,29.2,1.23,124,31,768
13.1,17.4,140000.0,1.9,2.79,29.3,1.38,39.6,61,768
14.0,23.4,154000.0,6.6,3.96,30.5,1.71,92.4,39,768
10.1,20.4,244000.0,8.3,3.37,30.4,1.22,71.7,43,768
13.0,18.0,167000.0,0,2.76,33.3,1.48,53.8,56,1024
10.6,22.1,104000.0,1,4.03,28.0,1.88,48.2,27,1024
13.2,22.2,133000.0,5.6,3.31,31.9,0.0,52.8,28,1024
13.0,23.4,404,7.4,3.41,31.7,1.35,38.9,57,1024
15.0,25.1,209000.0,2.1,4.85,27.6,3.33,73.8,40,1024
15.0,23.9,175000.0,0,2.24,31.4,1.30,58.7,63,1024
11.7,14.4,798,9.3,2.17,30.0,1.10,31.9,58,1024
11.1,7.14,662,0,3.00,28.3,1.28,25.8,59,1024
12.5,13.9,972,4.9,2.86,30.6,0.0,39.4,47,1024
8.75,13.6,148000.0,0,4.04,28.3,1.07,57.4,40,1024
8.56,11.3,142000.0,3.0,4.95,31.2,1.51,51.6,29,1024
7.86,10.9,238000.0,2.2,5.27,30.5,2.02,143,27,1024
10.8,10.0,743,0,7.09,31.0,3.48,52.1,15,1280
8.04,11.6,234000.0,3.2,5.38,30.6,1.52,99.6,13,1280
10.2,12.6,597000.0,0,6.66,30.2,2.32,219,4.1,1280
9.13,13.3,635000.0,0,8.60,30.1,3.89,207,8.9,1280
10.6,14.2,480000.0,0,6.73,30.4,2.98,156,11,1280
13.6,21.7,690000.0,1.2,6.75,30.4,1.96,179,9.6,1280
13.4,22.4,315000.0,0,5.71,29.7,1.11,101,5.5,1280
13.8,26.1,775000.0,0,5.32,29.2,0.0,206,6.3,1280
11.2,20.1,684000.0,2.3,3.87,29.1,0.0,188,16,1280
11.0,19.6,503000.0,0,4.49,30.4,0.0,160,7.1,1280
10.3,18.0,806000.0,1.8,3.35,30.2,0.0,208,12,1280
6.43,13.3,434999.0,3.9,3.73,31.8,0.0,177,16,1280
9.00,21.2,548000.0,3.5,3.05,31.6,0.0,179,13,1280
8.57,10.8,418000.0,1.1,3.13,31.0,0.0,161,15,1280
13.7,23.5,768000.0,0,3.20,31.4,0.0,208,14,1280
9.13,23.1,400000.0,0,3.85,29.5,0.0,147,11,1280
11.1,16.9,538000.0,7.0,4.77,30.2,0.0,176,15,480
10.7,14.7,779000.0,2.5,6.83,29.6,2.36,195,11,480
9.87,24.5,465000.0,3.9,3.44,34.0,0.0,138,18,480
10.0,14.3,614000.0,1.5,5.53,29.5,1.36,191,11,480
14.3,25.5,764000.0,1.5,4.08,30.2,0.0,205,15,480
7.50,18.7,379000.0,4.1,4.24,31.0,0.0,129,9.7,480
15.0,27.0,811000.0,1.9,3.51,30.3,0.0,214,5.3,480
12.4,26.0,654000.0,2.9,3.68,30.6,0.0,162,16,480
11.2,22.0,605000.0,0,3.98,30.1,0.0,162,12,1024
7.50,14.3,176000.0,0,3.35,29.0,1.00,38.1,33,1024
10.6,10.2,244,0,2.54,33.0,1.40,30.6,59,1024
7.94,13.5,566000.0,0,3.94,32.0,0.0,141,22,1024
10.3,19.3,438000.0,0,4.25,32.3,0.0,135,15,1024
7.68,8.08,808,0,4.15,30.8,3.09,35.6,38,1024
10.7,17.3,269000.0,4.9,3.46,30.1,1.11,113,26,1024
7.26,9.00,141000.0,0,4.02,31.3,1.55,50.4,27,1024
8.04,11.9,216000.0,3.3,3.79,30.0,1.75,69.9,28,1024
8.04,13.3,198000.0,5.5,2.99,30.2,0.0,71.5,36,1024
8.21,12.9,243000.0,2.6,4.04,29.6,1.01,81.3,37,1024
8.75,8.17,995,0,2.74,31.4,0.0,42.1,46,1024
5.96,9.63,241000.0,0,3.84,32.4,1.54,86.4,28,1024
7.68,10.7,191000.0,2.9,2.82,30.3,0.0,61.9,26,1024
10.4,16.0,328000.0,4.6,3.04,32.6,0.0,101,30,1024
6.33,1.64,13.0,0,3.43,29.2,0.0,30.1,40,1024
10.3,22.1,373000.0,5.2,3.19,32.0,1.01,89.9,29,1024
7.13,12.7,246000.0,3.0,3.37,30.6,0.0,109,18,1024
11.7,17.3,424000.0,2.4,3.38,30.1,0.0,139,24,1024
7.67,14.5,656,0,4.22,34.3,1.86,71.4,30,1024
1.96,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1024
4.88,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1024
10.1,19.3,338000.0,6.8,3.73,29.9,0.0,99.5,29,1024
9.73,18.3,438999.0,2.6,3.74,30.9,1.15,134,26,1024
8.96,10.4,227000.0,0,4.11,31.0,0.0,86.5,25,1280
9.22,10.9,196000.0,6.4,3.82,31.3,1.49,60.9,37,1280
8.75,13.9,186000.0,1,2.97,30.7,0.0,63.5,38,1280
4.20,8.59,193000.0,4.3,5.44,34.5,2.18,62.9,26,1280
8.75,7.78,236000.0,1.3,5.07,32.9,2.30,130,21,1280
9.48,21.1,243000.0,7.9,2.74,30.1,0.0,114,39,1280
6.23,13.4,380000.0,2.2,3.61,29.1,1.13,110,30,1280
11.7,16.1,404000.0,0,3.49,30.2,1.01,136,33,1280
9.75,18.8,689000.0,3.7,4.53,31.3,1.15,209,24,640
14.3,24.7,503000.0,4.9,2.79,30.4,0.0,142,28,640
13.8,23.7,811999.0,4.5,4.05,30.6,0.0,219,18,640
14.3,25.2,861000.0,3.4,4.80,29.9,1.23,230,15,640
13.1,21.8,718000.0,0,7.00,29.8,2.12,245,9.5,640
14.4,23.4,691000.0,2.8,3.96,31.1,0.0,213,19,640
13.8,22.5,275000.0,5.6,3.11,30.6,1.39,73.9,45,640
12.7,15.4,107000.0,0,2.98,32.2,1.17,49.6,49,640
14.6,24.9,159000.0,1,3.57,29.6,1.36,66.6,47,768
12.6,19.3,256000.0,6.4,3.03,31.2,1.73,104,37,768
11.5,21.5,377000.0,3.7,4.03,30.5,0.0,115,23,768
11.8,19.6,252000.0,0,2.84,31.0,1.22,84.0,43,768
13.1,18.3,222000.0,0,2.74,30.9,1.38,72.8,48,768
11.5,22.4,448000.0,0,4.40,32.1,1.20,127,29,768
11.8,10.7,111000.0,0,2.65,33.0,1.94,53.5,40,768
10.3,12.3,158000.0,5.1,2.73,31.9,0.0,96.6,40,768
10.8,10.1,123000.0,0,2.12,32.2,0.0,48.5,47,1024
11.4,9.25,118000.0,2.5,2.76,30.7,1.12,42.6,48,1024
12.2,7.26,256,0,4.07,32.2,1.29,38.3,21,1024
12.6,12.3,378,5.1,2.24,33.5,0.0,62.7,35,1024
12.3,18.0,199000.0,7.5,1.63,34.4,0.0,85.6,42,640
10.7,14.7,221000.0,0,2.24,33.3,0.0,67.3,44,640
10.9,11.4,399000.0,5.0,3.28,32.3,1.03,125,35,640
3.50,9.26,159000.0,0,4.58,32.5,2.09,84.8,28,640
8.05,18.5,273000.0,7.7,2.48,31.5,0.0,98.8,36,1024
7.59,9.36,624,7.1,3.26,31.5,0.0,45.2,44,1024
8.83,15.5,218000.0,1.5,2.77,33.1,1.20,74.1,39,1024
8.95,6.52,956,0,2.60,33.0,1.42,76.3,51,1024
6.36,8.00,193000.0,3.7,4.66,31.9,2.14,79.0,29,1280
11.0,12.8,471,6.4,1.80,36.0,2.26,8.14,63,1280
9.00,6.17,204999.07,5.3,3.18,32.1,0.0,126,42,1280
9.13,11.7,355000.0,3.6,4.85,32.5,0.0,94.9,16,1280
6.36,6.21,342000.0,0,5.69,30.1,2.36,118,15,1280
7.59,12.8,335000.0,2.9,3.77,31.8,0.0,109,31,1280
6.62,9.51,286000.0,3.3,3.81,27.9,0.0,118,12,1280
9.54,11.1,421000.0,2.6,4.29,27.8,1.60,113,31,1280
9.35,13.9,493000.0,5.1,3.85,29.0,1.19,143,30,1280
9.08,19.3,307000.0,4.8,3.42,28.7,0.0,104,32,1280
10.1,13.2,308000.0,2.4,3.41,28.5,0.0,87.8,27,1280
9.33,24.1,367000.0,3.6,3.16,28.7,0.0,111,23,1280
6.33,12.5,281000.0,2.6,4.08,28.7,1.21,101,19,1280
8.09,8.33,197000.0,2.8,3.77,28.8,1.59,77.1,41,1280
6.36,7.13,688,0,2.20,30.0,0.0,26.4,41,1280
6.63,5.59,286000.0,0,5.59,28.1,3.31,107,27,1280
6.68,14.7,249000.0,4.5,4.14,28.2,0.0,56.2,28,640
5.12,0.0,0.0,0,0.0,0.0,0.0,0.0,0,640
6.16,0.0,0.0,0,0.0,0.0,0.0,0.0,0,640
10.8,0.0,0.0,0,0.0,0.0,0.0,0.0,0,640
6.16,0.0,0.0,0,0.0,0.0,0.0,0.0,0,640
3.60,0.0,0.0,0,0.0,0.0,0.0,0.0,0,640
7.56,0.0,0.0,0,0.0,0.0,0.0,0.0,0,640
5.40,0.0,0.0,0,0.0,0.0,0.0,0.0,0,640
7.80,0.0,0.0,0,0.0,0.0,0.0,0.0,0,640
2.60,0.0,0.0,0,0.0,0.0,0.0,0.0,0,768
4.40,0.0,0.0,0,0.0,0.0,0.0,0.0,0,768
4.44,0.0,0.0,0,0.0,0.0,0.0,0.0,0,768
8.48,0.0,0.0,0,0.0,0.0,0.0,0.0,0,768
6.00,0.0,0.0,0,0.0,0.0,0.0,0.0,0,768
0.0,0.0,0.0,0,8.90,29.0,4.00,3.24,0,768
0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,768
12.0,19.3,1270000.0,0,6.02,31.2,2.17,295,8.0,1280
15.0,25.6,299000.0,5.6,4.01,30.1,1.82,163,29,1280
14.8,25.6,505999.0,0,3.41,27.9,0.0,316,19,1280
15.0,26.4,575000.0,0,2.99,29.1,0.0,263,19,1280
15.0,25.9,632000.0,1.3,4.14,30.1,0.0,147,18,1280
15.0,26.4,698000.0,4.4,2.80,31.6,0.0,173,36,1280
15.0,26.3,1080000.0,1.5,3.15,29.2,0.0,284,18,1280
15.0,26.5,1030000.0,1.3,3.09,27.4,0.0,212,17,1280
15.0,26.6,726000.0,2.2,3.09,31.1,0.0,195,21,1280
15.0,26.6,880000.0,0,2.81,30.1,0.0,374,11,1024
13.4,26.2,212000.0,4.1,2.56,31.3,0.0,54.5,41,1024
5.13,6.17,152000.0,7.7,2.23,32.7,0.0,66.2,52,1024
3.76,4.06,137000.0,4.6,2.18,29.9,0.0,49.1,41,1024
5.36,8.44,250999.07,0,2.32,31.2,0.0,65.1,44,1024
6.95,6.44,209000.0,0,3.29,32.7,1.19,81.0,40,1024
9.58,12.9,220000.0,0,4.10,31.2,1.61,96.0,24,1024
13.4,19.2,333000.0,2.2,2.25,34.2,0.0,104,44,1024
14.5,25.0,24.4,0,0.0,39.0,0.0,392,89,640
15.0,25.0,146000.0,4.3,2.47,34.1,0.0,59.6,45,640
15.0,25.3,198000.0,2.6,2.59,30.3,0.0,80.3,31,640
14.5,25.8,608000.0,4.2,2.44,30.6,0.0,144,30,640
14.0,24.9,359000.0,0,2.53,30.6,0.0,86.9,35,640
15.0,26.7,524000.0,0,4.64,29.8,0.0,185,0,640
15.0,26.9,612000.0,0,4.66,29.7,0.0,204,2.0,640
15.0,27.0,714000.0,0,4.79,30.5,0.0,259,1.0,640
15.0,27.0,615000.0,0,4.19,30.3,0.0,198,0,640
15.0,26.9,637000.0,0,4.83,28.7,0.0,221,3.2,640
15.0,27.0,609000.0,1.0,4.52,29.3,0.0,274,1.9,640
15.0,25.3,213000.0,3.2,2.48,30.2,0.0,85.2,33,640
15.0,25.4,738,2.8,2.17,26.8,0.0,41.2,39,640
15.0,26.0,387000.0,2.1,2.72,30.1,0.0,158,31,640
15.0,25.8,209000.0,0,2.35,29.1,0.0,52.4,34,640
15.0,26.4,566000.0,0,2.85,29.1,0.0,169,19,640
15.0,26.8,501000.0,2.4,2.85,29.8,0.0,168,19,768
15.0,25.7,286000.0,2.6,2.38,31.5,0.0,151,34,768
15.0,25.5,198000.0,7.2,2.01,29.8,0.0,82.2,49,768
14.3,25.9,210000.0,4.3,1.99,32.7,0.0,61.6,57,768
15.0,25.6,262000.0,0,2.03,30.8,0.0,97.9,48,768
15.0,26.8,565000.0,1.1,2.54,32.3,0.0,144,33,768
15.0,26.9,543000.0,0,1.92,28.0,0.0,99.8,49,768
15.0,25.6,204000.0,2.3,1.82,28.8,0.0,112,46,768
15.0,26.3,329000.0,3.2,2.12,31.5,0.0,107,37,768
14.4,25.9,180000.0,0,1.76,34.3,0.0,60.1,51,768
14.4,26.2,259000.0,0,2.37,30.0,0.0,75.7,38,768
13.8,26.3,131000.0,0,2.19,29.9,0.0,62.8,46,768
13.6,13.8,721,3.5,2.28,29.0,0.0,55.1,52,768
14.4,9.00,12.4,0,0.0,34.0,0.0,2.16,88,768
15.0,21.0,602,0,2.60,29.9,0.0,49.8,36,768
14.4,22.9,135000.0,0,1.86,28.9,0.0,49.8,61,768
14.0,23.0,129000.0,1.7,2.13,34.3,0.0,58.5,48,768
13.9,21.6,278000.0,3.8,2.17,28.0,0.0,88.5,45,768
15.0,25.1,678,0,2.51,31.0,1.30,37.1,60,768
15.0,26.0,227000.0,2.2,1.96,33.5,0.0,79.2,50,768
12.6,23.8,375000.0,4.0,2.15,29.1,0.0,109,46,768
14.4,21.4,153000.0,0,2.06,30.2,0.0,46.5,53,768
15.0,26.5,356000.0,2.4,2.06,29.6,0.0,93.7,51,768
13.9,26.3,231999.07,1.2,1.56,31.6,0.0,57.6,62,768
15.0,26.4,360000.0,1.6,2.07,30.8,0.0,92.2,48,768
15.0,25.9,339000.0,2.3,2.26,29.0,0.0,183,35,768
15.0,24.8,639,8.8,1.21,27.2,0.0,24.3,76,768
15.0,25.9,296,0,1.43,40.0,0.0,17.6,76,768
15.0,25.5,249000.0,1.9,1.97,31.2,0.0,89.8,46,640
15.0,26.2,283000.0,0,2.04,30.3,0.0,70.2,52,640
15.0,26.1,322000.0,3.2,1.97,29.8,0.0,111,48,640
15.0,26.3,363000.0,3.8,1.96,31.1,0.0,96.5,51,640
15.0,26.5,223000.0,6.0,1.88,30.7,0.0,82.5,53,480
14.5,23.9,264000.0,4.5,1.92,27.4,0.0,83.5,52,480
15.0,25.9,213000.0,4.4,1.73,29.0,0.0,89.4,57,480
13.4,20.2,229999.07,3.3,1.77,32.4,0.0,70.4,54,480
13.4,20.4,764,3.8,2.29,28.2,0.0,40.5,48,480
11.8,11.0,816,2.3,1.63,32.1,0.0,44.9,62,480
11.7,14.9,234000.0,0,2.45,29.8,0.0,90.2,38,480
13.3,21.1,298000.0,3.4,2.13,32.1,0.0,107,39,480
10.7,15.0,198000.0,2.3,2.30,30.5,0.0,70.9,42,320
12.7,16.4,212000.0,4.7,1.65,29.7,0.0,77.2,58,320
13.8,24.3,149000.0,4.2,2.92,28.7,0.0,113,33,320
12.3,23.3,123,0,0.0,27.0,0.0,1.94,89,320
11.2,9.36,244,0,1.97,32.6,0.0,44.3,50,640
14.0,23.5,309000.0,3.0,2.32,28.8,0.0,96.4,44,640
13.4,21.2,288000.0,6.2,2.42,29.8,0.0,103,46,640
15.0,24.1,234000.0,5.9,1.96,30.7,0.0,77.6,52,640
14.0,23.9,365000.0,3.3,2.45,29.6,0.0,134,32,320
15.0,25.1,176000.0,2.9,1.62,32.2,0.0,57.8,59,320
14.4,8.43,332,6.8,0.0,35.6,0.0,22.8,72,320
14.5,23.0,343000.0,4.3,1.96,31.1,0.0,85.2,47,320
13.9,23.9,499,3.7,1.40,28.0,0.0,36.2,64,320
13.9,21.6,177000.0,9.8,1.79,31.3,0.0,62.0,58,320
13.9,24.3,512000.0,2.9,2.42,28.9,0.0,148,28,320
14.5,20.0,862,0,1.88,27.2,0.0,51.2,47,320
11.8,18.5,149000.0,3.8,2.26,29.5,0.0,66.5,30,320
10.7,16.5,181000.0,4.7,2.19,28.6,0.0,70.9,37,320
13.4,20.7,292000.0,0,2.03,28.5,0.0,94.3,44,320
10.5,12.4,166000.0,7.2,2.18,27.0,0.0,49.4,52,320
12.7,17.9,164000.0,8.9,1.88,27.8,0.0,80.9,52,480
11.8,12.6,812,1.6,1.15,33.5,1.26,39.4,69,480
12.0,20.9,202000.0,8.8,2.02,31.3,0.0,79.4,59,480
13.4,17.9,176000.0,9.6,1.93,28.3,0.0,70.0,54,480
11.0,17.1,135000.0,4.8,1.47,31.1,0.0,54.7,62,640
12.2,6.29,121,4.8,1.26,35.5,0.0,14.7,81,640
11.6,12.2,858,9.0,2.03,31.7,0.0,58.0,48,640
11.1,10.4,143000.0,4.2,2.17,28.4,0.0,62.6,47,640
10.9,14.6,200999.07,5.1,1.67,29.8,0.0,57.0,57,480
9.35,12.4,184000.0,2.1,1.85,27.4,0.0,77.8,49,480
11.6,17.0,198000.0,6.9,1.60,29.3,0.0,72.4,56,480
9.04,9.66,202999.07,1.7,1.99,27.6,0.0,54.1,42,480
10.7,13.9,241000.0,2.5,2.44,33.1,0.0,105,32,480
10.0,18.8,120000.0,1.2,2.47,32.7,0.0,64.2,49,480
8.50,7.45,122000.0,5.4,1.78,28.6,0.0,47.3,55,480
11.2,17.4,118000.0,1.3,1.86,31.9,0.0,40.1,61,480
12.2,19.0,258000.0,7.1,2.12,31.1,0.0,110,41,320
13.3,25.3,195000.0,3.5,1.97,31.4,0.0,75.3,45,320
12.7,19.8,369000.0,0,2.27,28.5,0.0,105,37,320
12.6,23.2,173000.0,1.5,1.95,36.4,0.0,47.0,54,320
11.1,10.8,161000.0,7.4,1.83,30.7,0.0,62.6,45,640
12.6,11.7,750,2.8,1.36,33.5,0.0,38.1,63,640
11.0,14.2,168000.0,1.4,2.22,27.1,0.0,52.3,54,640
15.0,25.5,217000.0,4.6,1.83,30.3,0.0,77.0,52,640
15.0,26.2,192000.0,3.8,1.93,33.6,0.0,68.0,51,320
15.0,24.2,112000.0,1.9,2.20,27.1,0.0,44.6,54,320
15.0,25.7,316000.0,2.1,2.74,27.3,0.0,113,33,320
13.9,17.6,109000.0,2.4,2.36,30.6,0.0,89.0,43,320
15.0,24.6,931,0,1.75,28.7,0.0,48.3,60,480
15.0,25.5,129000.0,0,2.15,28.2,0.0,48.7,56,480
15.0,25.6,252000.0,2.3,2.44,27.8,0.0,61.7,52,480
15.0,25.0,156000.0,0,2.80,29.5,0.0,83.3,34,480
15.0,24.9,249000.0,0,3.30,28.2,0.0,99.6,32,320
15.0,25.2,180000.0,1.1,3.53,32.9,0.0,58.2,32,320
15.0,25.0,166000.0,1.3,2.23,30.1,0.0,84.0,46,320
15.0,26.2,322000.0,2.4,3.13,28.3,0.0,102,21,320
15.0,26.7,437000.0,0,7.00,30.6,1.99,149,3.1,480
15.0,27.0,677000.0,0,6.36,29.3,1.50,216,1.5,480
15.0,27.0,602000.0,1.5,4.52,30.2,0.0,169,23,480
15.0,26.4,409000.0,0,2.55,27.7,0.0,133,28,480
15.0,26.7,532000.0,0,2.90,29.8,0.0,168,22,480
15.0,27.0,606000.0,1.5,3.76,29.4,0.0,164,11,480
15.0,26.6,397000.0,1.5,2.52,32.3,0.0,110,33,480
15.0,26.1,234000.0,4.2,1.93,30.8,0.0,106,44,480
15.0,24.2,162000.0,2.0,3.44,28.9,0.0,97.2,27,640
15.0,25.1,130000.0,3.2,1.83,29.9,0.0,57.0,59,640
15.0,25.3,947,2.3,1.85,28.0,0.0,43.9,52,640
15.0,25.4,105000.0,8.0,1.53,29.1,0.0,37.0,65,640
15.0,26.2,276000.0,0,1.89,29.8,0.0,82.9,52,640
