@RELATION VideoQuality


@ATTRIBUTE cqi REAL
@ATTRIBUTE mcsDown REAL
@ATTRIBUTE brateDown REAL
@ATTRIBUTE blerDown REAL
@ATTRIBUTE snr REAL
@ATTRIBUTE phr REAL
@ATTRIBUTE mcsUp REAL
@ATTRIBUTE brateUp REAL
@ATTRIBUTE blerUp REAL
@ATTRIBUTE bsr REAL
@ATTRIBUTE class {A,B,C,D,E,F,G}


@DATA

0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
3.60,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1024
15.0,0.0,0.0,0,25.6,31.0,15.0,4.26,0,320
15.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
5.52,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
6.00,3.81,9.02,0,19.2,36.0,14.8,58.8,0,320
13.8,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1024
8.00,0.0,0.0,0,21.5,35.0,15.0,12.8,0,320
15.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
1.92,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
8.48,5.18,31.0,0,18.2,35.8,14.3,81.7,0,320
2.36,0.0,1.17,0,13.2,32.0,8.33,12.9,0,320
0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1024
14.4,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
15.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
3.44,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
6.00,4.50,28.1,0,18.4,35.8,14.8,34.0,0,320
7.20,20.0,893000.0,0,9.05,32.1,4.13,288,0,1920
0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1024
15.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
15.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
3.56,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
6.28,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
11.4,22.0,1689999.0,0,9.37,31.2,4.30,660,0,1920
0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1024
15.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
15.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
7.92,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
6.36,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
13.1,23.2,2100000.0,0,6.97,30.3,1.91,915,1.9,1920
10.2,8.70,21.7,0,10.9,37.0,6.00,14.9,0,1024
15.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
15.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
9.04,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
9.88,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
11.5,26.0,1630000.0,2.4,5.08,30.5,0.0,585,7.8,1280
14.2,24.3,202999.0,3.3,9.56,36.4,4.97,148,0,320
14.3,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
15.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
6.68,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
15.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
15.0,26.9,2360000.0,3.1,4.23,31.8,0.0,688,8.2,1280
12.0,20.4,495000.0,0,8.39,36.4,3.20,283,0,320
12.8,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
15.0,0.0,0.0,0,12.8,38.0,13.5,4.44,0,320
11.1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
15.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
11.0,23.0,1220000.0,2.0,4.46,31.9,0.0,267,9.2,1280
8.40,14.9,676000.0,0,10.5,35.8,5.25,431,0,320
14.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
15.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
8.76,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
13.6,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
13.2,23.7,2030000.0,1.3,4.16,32.3,0.0,436,7.7,1280
8.56,11.6,195000.0,0,9.63,36.1,4.93,117,5.0,320
15.0,13.7,66.6,0,16.8,32.0,11.7,48.0,0,768
13.8,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
9.96,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
6.00,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
7.44,9.00,254000.0,1.1,4.25,31.3,0.0,110,14,1280
13.8,22.8,1110000.0,0,11.6,35.9,6.94,644,0,320
15.0,24.1,246000.0,0,17.4,34.7,11.9,232,0,768
13.2,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
8.72,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
7.96,0.0,0.0,0,14.6,35.0,13.0,4.14,0,320
13.8,23.7,1160000.0,0,9.39,37.1,4.33,674,0,320
15.0,26.7,548000.0,0,15.9,35.4,11.2,314,0,768
14.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
11.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
11.8,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
12.0,19.0,768000.0,2.2,5.76,31.1,1.19,229,1.3,1280
11.8,21.8,1120000.0,0,9.97,35.8,5.26,450,1.1,320
15.0,27.0,490000.0,0,15.7,35.6,10.4,301,0,768
15.0,13.5,2.89,0,10.8,38.8,5.50,19.0,0,320
11.6,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
9.52,17.0,690000.0,3.7,5.85,31.8,1.66,202,8.2,1280
12.8,19.9,645000.0,9.2,9.59,36.4,4.38,237,3.4,320
15.0,26.7,638000.0,0,18.2,34.4,12.1,321,0,768
14.4,24.4,254000.0,0,10.8,35.1,6.26,137,1.8,320
10.6,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
10.2,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
10.8,18.2,807000.0,3.8,6.50,32.9,2.01,223,2.3,768
8.40,13.4,293000.0,5.9,8.85,34.7,3.55,211,0,320
15.0,26.7,722000.0,0,16.3,35.2,12.1,374,5.1,768
15.0,26.8,519000.0,0,12.2,36.2,7.26,196,3.0,320
12.2,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
11.4,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
9.75,16.0,571000.0,3.7,5.80,31.2,1.40,177,5.0,768
10.2,15.3,428000.0,4.0,8.84,35.2,4.46,183,4.4,320
15.0,26.9,787000.0,0,16.1,34.0,12.4,337,2.6,768
15.0,26.8,513000.0,0,11.6,36.2,7.42,257,3.3,320
11.3,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
12.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
11.4,18.6,658000.0,2.9,5.08,31.5,1.04,205,7.7,768
9.00,14.3,393000.0,6.9,8.89,35.8,4.24,170,1.1,320
15.0,26.7,729000.0,0,17.5,34.3,11.2,235,0,768
15.0,26.9,526000.0,0,12.2,36.4,7.54,243,2.9,320
10.9,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
10.4,17.3,645000.0,2.1,4.94,33.2,1.00,157,9.6,768
10.8,18.1,521000.0,3.3,8.50,35.7,3.00,188,5.4,320
15.0,26.9,761000.0,0,16.3,34.2,11.5,255,1.5,1024
14.4,26.6,466000.0,1.9,12.0,36.4,7.42,219,2.8,320
12.6,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
9.24,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
8.08,13.0,539000.0,2.2,4.80,31.7,0.0,168,15,768
14.4,26.6,708000.0,1.1,8.77,37.2,3.37,206,0,1024
14.3,24.7,671000.0,0,16.8,35.6,10.3,210,0,1024
13.8,22.9,438999.0,2.3,11.4,36.9,6.77,209,1.0,320
14.7,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
8.88,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
8.00,15.6,657000.0,4.3,4.00,30.9,0.0,149,19,768
12.6,20.8,744000.0,1.3,9.19,37.0,4.31,221,2.6,1024
15.0,26.6,445000.0,0,17.6,33.4,11.3,194,0,1024
14.4,26.1,438999.0,0,10.9,37.2,5.71,229,0,320
13.1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
7.00,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
8.96,16.4,614000.0,1.6,4.74,31.0,0.0,187,8.3,768
14.4,25.6,744000.0,2.1,9.00,37.3,3.78,239,1.4,1024
15.0,27.0,465000.0,0,16.7,33.5,10.7,197,0,1024
13.8,25.6,420000.0,1.4,11.1,37.6,6.54,161,3.6,320
13.2,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
7.80,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
8.17,15.4,685000.0,5.8,5.22,30.8,0.0,212,11,768
15.0,26.8,734000.0,1.1,8.81,36.5,3.81,269,1.9,1024
15.0,26.9,499000.0,0,16.7,35.2,11.4,199,2.8,1024
12.7,22.1,360000.0,1.3,10.7,35.7,4.78,173,0,320
12.3,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
7.96,12.0,1.66,0,8.88,35.5,9.67,4.54,33,320
9.32,12.6,378000.0,7.5,4.75,30.7,1.07,108,9.5,768
13.8,23.3,790000.0,2.0,8.92,36.8,3.96,246,2.8,1024
15.0,27.0,732000.0,0,16.5,33.6,11.7,233,5.0,1024
15.0,27.0,491000.0,0,11.5,36.3,8.57,165,9.5,320
9.68,0.0,0.0,0,5.98,28.0,4.00,3.24,0,320
8.88,5.14,51.0,0,12.1,33.5,6.76,42.4,0,320
7.61,12.8,442000.0,5.9,3.21,30.7,0.0,120,35,768
15.0,25.5,675000.0,4.1,9.39,35.4,4.59,219,7.3,1024
13.7,25.4,555000.0,0,16.9,36.2,12.0,199,1.9,1024
13.9,22.9,271000.0,1.8,11.5,36.0,6.58,99.6,0,320
12.1,11.6,46.8,0,6.75,32.4,2.52,24.5,9.5,320
11.7,12.7,46.6,0,12.5,33.9,7.04,91.3,0,320
11.2,20.7,761000.0,3.5,4.16,32.0,0.0,194,19,768
15.0,27.0,555000.0,1.1,8.66,36.9,4.14,216,4.8,1024
11.1,18.4,290000.0,0,16.7,34.7,10.3,152,0,1024
12.6,22.2,346000.0,2.2,12.3,34.1,7.69,130,0,320
15.0,23.5,157000.0,0,7.90,34.8,2.73,91.8,2.5,320
15.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
6.74,9.40,161000.0,2.6,3.17,32.2,0.0,56.7,34,768
15.0,26.6,588000.0,3.3,8.29,38.0,3.40,166,1.9,1024
14.4,25.7,569000.0,0,16.8,34.9,12.2,239,4.0,640
12.6,21.7,379000.0,2.3,11.5,35.2,7.06,171,1.6,320
14.1,24.4,401999.0,2.5,6.21,32.1,2.48,181,16,320
15.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,320
8.08,13.9,239000.0,4.6,3.73,30.3,0.0,89.1,35,768
